DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2006-2007 Regular Season,12/02/06,Sacramento,Road,26,19,26,27,,,,,98,240,39,79,2,12,18,24,7,33,40,19,23,11,15,4,98,95.0,95.0,103.2,105.3,B2B,S. Abdur-Rahim , M. Bibby , K. Martin , J. Salmons , K. Thomas,Dan Crawford,Jason Phillips,191,8,191,191/190.5/190,189.5,350,,,
2006-2007 Regular Season,12/02/06,San Antonio,Home,26,27,27,20,,,,,100,240,35,74,11,22,19,31,10,29,39,22,20,9,18,5,100,95.0,95.0,105.3,103.2,2,B. Bowen , T. Duncan , M. Finley , F. Oberto , T. Parker,,Courtney Kirkland,-8,-8,191,-8,-8.5,-450,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,Washington,Road,25,19,21,29,,,,,94,240,31,73,3,12,29,41,9,27,36,18,25,4,14,8,94,91.0,91.0,103.3,123.1,B2B,G. Arenas , C. Butler , A. Jamison , D. Stevenson , E. Thomas,Tony Brothers,Bob Delaney,204.5,6.5,204.5,204.5/203.5/203,201.5,225,,,
2006-2007 Regular Season,12/02/06,Chicago,Home,29,33,30,20,,,,,112,240,41,81,9,23,21,31,14,35,49,28,28,7,9,5,112,91.0,91.0,123.1,103.3,B2B,L. Deng , C. Duhon , K. Hinrich , A. Nocioni , B. Wallace,,Kevin Fehr,-6.5,-6.5,204.5,-5.5-05/-5.5/-5.5-15,-6,-265,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,Cleveland,Road,19,10,15,19,,,,,63,240,22,78,6,23,13,20,11,30,41,12,23,6,10,2,63,82.3,82.3,76.5,98.4,3IN4-B2B,S. Brown , D. Gooden , Z. Ilgauskas , L. James , E. Snow,Sean Corbin,Joe Crawford,178,6.5,178,179/180.5/181,181.5,220,,,
2006-2007 Regular Season,12/02/06,Houston,Home,23,20,19,19,,,,,81,240,29,74,8,22,15,19,13,42,55,20,15,5,14,7,81,82.3,82.3,98.4,76.5,2,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,,Leroy Richardson,-6.5,-6.5,178,-6.5/-6/-6-15,-6-20,-260,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,Seattle,Road,26,21,23,37,,,,,107,240,33,71,8,19,33,39,5,26,31,15,23,9,16,3,107,97.1,97.1,110.2,112.3,3IN4-B2B,R. Allen , N. Collison , R. Lewis , L. Ridnour , C. Wilcox,Joe Forte,Violet Palmer,203.5,7.5,203.5,203.5/202.5,203,375,,,
2006-2007 Regular Season,12/02/06,Utah,Home,25,27,30,27,,,,,109,240,41,80,5,13,22,30,10,30,40,32,28,6,17,3,109,97.1,97.1,112.3,110.2,3IN4,C. Boozer , D. Fisher , A. Kirilenko , M. Okur , D. Williams,,Pat Fraher,-7.5,-7.5,203.5,-7.5/-8.5,-9,-475,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,Milwaukee,Road,27,33,29,26,,,,,115,240,41,85,10,27,23,34,16,28,44,29,19,8,19,1,115,97.9,97.9,117.5,112.4,B2B,C. Bell , A. Bogut , R. Patterson , M. Redd , M. Williams,Joe DeRosa,David Jones,220,7,220,220/221/220.5,220,280,,,
2006-2007 Regular Season,12/02/06,Golden State,Home,24,36,34,16,,,,,110,240,42,85,10,31,16,20,11,22,33,31,29,10,18,3,110,97.9,97.9,112.4,117.5,2,A. Biedrins , B. Davis , T. Murphy , M. Pietrus , J. Richardson,,Sean Wright,-7,-7,220,-7,-8,-340,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,Toronto,Road,29,35,19,20,,,,,103,240,32,80,8,19,31,33,11,29,40,21,18,4,14,3,103,94.5,94.5,109.0,105.8,4IN5-B2B,C. Bosh , T. Ford , J. Garbajosa , R. Nesterovic , A. Parker,Not available,Bill Kennedy,205.5,2.5,205.5,205.5/206.5,206,130,,,
2006-2007 Regular Season,12/02/06,New York,Home,31,29,20,20,,,,,100,240,39,87,6,23,16,20,12,32,44,27,27,4,15,4,100,94.5,94.5,105.8,109.0,4IN5-B2B,E. Curry , S. Francis , D. Lee , S. Marbury , Q. Richardson,,Bennie Adams,-2.5,-2.5,205.5,-2.5,-3,-150,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,Indiana,Road,26,29,26,20,,,,,101,240,39,85,5,13,18,30,20,34,54,26,33,6,26,6,101,100.4,100.4,100.5,120.5,4IN5-B2B,J. Foster , A. Harrington , S. Jackson , J. O'Neal , J. Tinsley,Tim Donaghy,Bernie Fryer,212.5,6.5,212.5,212.5,212,260,,,
2006-2007 Regular Season,12/02/06,Denver,Home,29,36,34,22,,,,,121,240,42,88,11,20,26,38,14,27,41,31,23,9,10,7,121,100.4,100.4,120.5,100.5,B2B,C. Anthony , M. Camby , A. Miller , E. Najera , J. Smith,,Gary Zielinski,-6.5,-6.5,212.5,-6.5,-7.5,-320,,Boxscore,Odds
2006-2007 Regular Season,12/02/06,LA Lakers,Road,20,27,22,28,,,,,97,240,40,80,7,21,10,19,8,29,37,17,23,6,15,9,97,93.3,93.3,104.0,94.4,1,K. Brown , K. Bryant , L. Odom , S. Parker , L. Walton,Rodney Mott,Eddie Rush,196,3,196,197/198/198.5,199,120,,,
2006-2007 Regular Season,12/02/06,LA Clippers,Home,22,17,25,24,,,,,88,240,34,78,2,11,18,23,11,33,44,15,26,8,18,9,88,93.3,93.3,94.4,104.0,2,E. Brand , S. Cassell , C. Mobley , Q. Ross , A. Williams,,Mark Ayotte,-3,-3,196,-3,-2.5,-140,,Boxscore,Odds
2006-2007 Regular Season,12/03/06,Detroit,Road,25,19,26,19,,,,,89,240,33,81,5,21,18,20,10,25,35,18,24,6,14,7,89,89.1,89.1,99.9,108.9,3IN4,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,Bennett Salvatore,Michael Smith,-4,-4,192,-4/-4.5,-4,,,,
2006-2007 Regular Season,12/03/06,Charlotte,Home,23,20,34,20,,,,,97,240,37,75,6,13,17,22,9,30,39,23,20,6,15,4,97,89.1,89.1,108.9,99.9,1,R. Felton , B. Knight , A. Morrison , E. Okafor , G. Wallace,,Derrick Collins,192,4,192,192.5/192/191.5,192.5,,,Boxscore,Odds
2006-2007 Regular Season,12/03/06,Minnesota,Road,21,26,21,27,,,,,95,240,41,79,5,14,8,11,13,29,42,22,26,7,24,3,95,90.7,90.7,104.8,92.6,1,M. Blount , R. Davis , K. Garnett , T. Hassell , M. James,Luis Grillo,Mark Wunderlich,193,2.5,193,193/192/191.5,190.5,,,,
2006-2007 Regular Season,12/03/06,Philadelphia,Home,20,24,21,19,,,,,84,240,30,77,1,8,23,34,15,19,34,16,17,9,17,5,84,90.7,90.7,92.6,104.8,B2B,R. Carney , S. Dalembert , A. Iguodala , A. Iverson , C. Webber,,Bennie Adams,-2.5,-2.5,193,-2.5/-2,-1.5,,,Boxscore,Odds
2006-2007 Regular Season,12/03/06,Atlanta,Road,25,35,27,20,,,,,107,240,40,78,8,17,19,26,7,26,33,21,20,10,12,5,107,92.2,92.2,116.1,104.2,1,S. Claxton , J. Johnson , Z. Pachulia , J. Smith , S. Williams,Violet Palmer,Eddie Rush,189,1.5,189,189.5/189/189.5,190,,,,
2006-2007 Regular Season,12/03/06,Portland,Home,22,30,20,24,,,,,96,240,35,71,7,13,19,24,8,26,34,25,22,6,21,7,96,92.2,92.2,104.2,116.1,1,J. Jack , T. Outlaw , J. Przybilla , Z. Randolph , I. Udoka,,Pat Fraher,-1.5,-1.5,189,-2/-2.5/-3,-2.5,,,Boxscore,Odds
2006-2007 Regular Season,12/03/06,Orlando,Road,29,20,26,16,,,,,91,240,37,79,5,17,12,19,7,25,32,18,24,3,16,2,91,93.2,93.2,97.6,124.5,1,T. Battie , G. Hill , D. Howard , J. Nelson , H. Turkoglu,Dick Bavetta,Scott Foster,189,3,189,187/186.5/186,185.5,,,,
2006-2007 Regular Season,12/03/06,LA Clippers,Home,35,31,22,28,,,,,116,240,44,73,5,9,23,28,3,32,35,26,22,6,11,6,116,93.2,93.2,124.5,97.6,B2B,E. Brand , S. Livingston , C. Mobley , T. Thomas , A. Williams,,Robbie Robinson,-3,-3,189,-1.5/-1/-1.5,-2,,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Dallas,Road,23,18,25,31,,,,,97,240,31,79,10,21,25,31,12,27,39,20,17,6,9,7,97,89.0,89.0,109.0,119.1,2,E. Dampier , D. Harris , J. Howard , D. Nowitzki , J. Terry,Mike Callahan,Jess Kersey,-4,-4,205,-4/-3.5/-4,-3.5,-165,,,
2006-2007 Regular Season,12/04/06,Washington,Home,31,28,29,18,,,,,106,240,45,91,5,12,11,16,17,36,53,24,24,2,12,3,106,89.0,89.0,119.1,109.0,3IN4,G. Arenas , C. Butler , A. Jamison , D. Stevenson , E. Thomas,,Matt Boland,205,4,205,204.5/205/204.5,203.5,145,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Memphis,Road,19,27,21,23,,,,,90,240,33,76,7,17,17,25,8,24,32,22,23,6,13,2,90,89.7,89.7,100.4,109.3,1,C. Atkins , D. Jones , M. Miller , S. Swift , H. Warrick,Tony Brothers,Kevin Fehr,195,1.5,195,194/193.5/193,192.5,110,,,
2006-2007 Regular Season,12/04/06,New York,Home,25,30,26,17,,,,,98,240,36,64,3,13,23,33,8,36,44,25,25,4,19,3,98,89.7,89.7,109.3,100.4,3IN4,E. Curry , S. Francis , D. Lee , S. Marbury , Q. Richardson,,Greg Willard,-1.5,-1.5,195,-1.5,-2,-130,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Golden State,Road,14,28,19,28,,,,,89,240,37,91,4,16,11,16,7,27,34,20,17,5,10,5,89,99.2,99.2,89.7,130.0,1,A. Biedrins , B. Davis , M. Ellis , T. Murphy , M. Pietrus,Jimmy Clark,Tom Washington,201,8.5,201,202.5/202/202.5,203,325,,,
2006-2007 Regular Season,12/04/06,San Antonio,Home,30,26,37,36,,,,,129,240,49,94,13,23,18,19,11,40,51,37,18,5,12,5,129,99.2,99.2,130.0,89.7,1,B. Bowen , T. Duncan , M. Finley , F. Oberto , T. Parker,,Tommy Nunez Jr.,-8.5,-8.5,201,-8.5/-8.5-15/-8.5,-9,-410,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Boston,Road,14,21,18,29,,,,,82,240,29,72,1,8,23,32,10,29,39,15,29,8,19,7,82,93.9,93.9,87.3,106.5,2,R. Gomes , K. Perkins , P. Pierce , S. Telfair , D. West,Ron Garretson,Marc Davis,202,7.5,202,201/200.5/201,201.5,280,,,
2006-2007 Regular Season,12/04/06,Chicago,Home,28,25,25,22,,,,,100,240,37,79,4,18,22,29,12,34,46,23,28,11,17,4,100,93.9,93.9,106.5,87.3,3IN4,L. Deng , C. Duhon , K. Hinrich , A. Nocioni , B. Wallace,,Jason Phillips,-7.5,-7.5,202,-7.5,-7,-340,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Milwaukee,Road,25,21,18,24,,,,,88,240,32,84,9,24,15,23,10,24,34,16,22,9,12,3,88,90.5,90.5,97.3,111.6,3IN4,C. Bell , A. Bogut , R. Patterson , M. Redd , M. Williams,Steve Javie,Courtney Kirkland,210,7.5,210,207/207.5/207,206.5,260,,,
2006-2007 Regular Season,12/04/06,Utah,Home,28,29,29,15,,,,,101,240,39,77,4,15,19,26,13,35,48,30,25,4,15,8,101,90.5,90.5,111.6,97.3,1,C. Boozer , D. Fisher , A. Kirilenko , M. Okur , D. Williams,,Eric Lewis,-7.5,-7.5,210,-7.5/-8,-7.5,-320,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Orlando,Road,21,24,24,23,,,,,92,240,37,70,4,11,14,25,6,36,42,19,27,7,17,7,92,90.5,90.5,101.7,98.4,3IN4-B2B,T. Battie , G. Hill , D. Howard , J. Nelson , H. Turkoglu,Joe Forte,David Jones,191.5,5.5,191.5,191.5/194.5/195,194.5,170,,,
2006-2007 Regular Season,12/04/06,Sacramento,Home,21,27,23,18,,,,,89,240,30,76,3,16,26,33,13,28,41,19,17,7,14,3,89,90.5,90.5,98.4,101.7,3IN4,S. Abdur-Rahim , M. Bibby , K. Martin , J. Salmons , K. Thomas,,Sean Wright,-5.5,-5.5,191.5,-5/-5.5/-5,-4.5,-200,,Boxscore,Odds
2006-2007 Regular Season,12/04/06,Indiana,Road,19,25,21,22,,,,,87,240,29,67,5,16,24,32,8,20,28,24,26,6,22,4,87,93.8,93.8,92.8,107.7,3IN4,J. Foster , A. Harrington , S. Jackson , J. O'Neal , J. Tinsley,Dick Bavetta,Scott Foster,202,6.5,202,200.5/200/201,201.5,255,,,
2006-2007 Regular Season,12/04/06,LA Lakers,Home,33,27,23,18,,,,,101,240,39,76,5,19,18,26,11,30,41,25,31,11,22,4,101,93.8,93.8,107.7,92.8,1,K. Brown , K. Bryant , L. Odom , S. Parker , L. Walton,,Robbie Robinson,-6.5,-6.5,202,-6.5,-7,-310,,Boxscore,Odds
2006-2007 Regular Season,12/05/06,Portland,Road,16,25,23,24,,,,,88,240,32,78,3,10,21,27,14,32,46,16,15,4,7,6,88,79.0,79.0,111.4,107.6,1,J. Jack , J. Przybilla , Z. Randolph , I. Udoka , M. Webster,Mark Wunderlich,Bill Kennedy,193,11.5,193,194/193.5/193,193.5,450,,,
2006-2007 Regular Season,12/05/06,Detroit,Home,24,20,20,21,,,,,85,240,32,75,7,24,14,18,8,27,35,21,21,2,6,7,85,79.0,79.0,107.6,111.4,1,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,,David Guthrie,-11.5,-11.5,193,-11.5/-11/-10.5,-10.5-05,-600,,Boxscore,Odds
2006-2007 Regular Season,12/05/06,Dallas,Road,21,28,20,23,,,,,92,240,32,78,6,16,22,24,10,33,43,21,25,10,12,8,92,86.1,86.1,106.8,87.1,B2B,E. Dampier , D. Harris , J. Howard , D. Nowitzki , J. Terry,Sean Corbin,Joe Crawford,-2.5,-2.5,194.5,,-2.5,-145,,,
2006-2007 Regular Season,12/05/06,New Jersey,Home,14,21,26,14,,,,,75,240,26,74,2,12,21,31,14,33,47,15,21,6,13,2,75,86.1,86.1,87.1,106.8,2,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,,Leroy Richardson,194.5,2.5,194.5,193/193.5/194,194.5,125,,Boxscore,Odds
2006-2007 Regular Season,12/05/06,Golden State,Road,20,24,24,22,,,,,90,240,32,82,8,17,18,30,9,26,35,11,24,13,16,5,90,101.6,101.6,88.6,116.1,3IN4-B2B,A. Biedrins , B. Davis , M. Ellis , M. Pietrus , A. Roberson,James Capers,Ken Mauer,195,7.5,195,194.5/194/193.5,193,280,,,
2006-2007 Regular Season,12/05/06,Houston,Home,35,30,28,25,,,,,118,240,45,84,6,21,22,28,12,40,52,28,22,9,21,3,118,101.6,101.6,116.1,88.6,2,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,,Mark Ayotte,-7.5,-7.5,195,,-7.5,-340,,Boxscore,Odds
2006-2007 Regular Season,12/05/06,Sacramento,Road,29,22,26,25,,,,,102,240,39,91,4,15,20,22,13,33,46,22,21,7,14,4,102,99.7,99.7,102.3,127.3,4IN5-B2B,M. Bibby , K. Martin , R. Price , J. Salmons , K. Thomas,Violet Palmer,Eddie Rush,215,9,215,215/215.5,216,450,,,
2006-2007 Regular Season,12/05/06,Phoenix,Home,41,21,35,30,,,,,127,240,47,95,14,31,19,22,15,35,50,32,19,6,13,7,127,99.7,99.7,127.3,102.3,3+,R. Bell , B. Diaw , S. Marion , S. Nash , A. Stoudemire,,Pat Fraher,-9,-9,215,-10/-9.5/-10,-10.5,-600,,Boxscore,Odds
2006-2007 Regular Season,12/05/06,Atlanta,Road,18,21,24,24,,,,,87,240,32,83,6,23,17,18,12,16,28,18,21,13,19,4,87,90.1,90.1,96.5,113.2,1,C. Bozeman , J. Johnson , Z. Pachulia , J. Smith , S. Williams,Bob Delaney,Derek Richardson,199.5,5,199.5,202/202.5/203,200,140,,,
2006-2007 Regular Season,12/05/06,Seattle,Home,29,23,25,25,,,,,102,240,42,76,3,8,15,19,17,27,44,19,22,8,23,9,102,90.1,90.1,113.2,96.5,2,N. Collison , R. Lewis , L. Ridnour , C. Wilcox , D. Wilkins,,Ed Malloy,-5,-5,199.5,-5/-4.5/-4EVEN,-3,-160,,Boxscore,Odds
2006-2007 Regular Season,12/05/06,Miami,Road,25,19,21,32,,,,,97,240,37,91,3,25,20,27,10,33,43,20,21,7,9,6,97,97.8,97.8,99.2,103.3,2,U. Haslem , A. Mourning , D. Wade , J. Williams , D. Wright,Joe Forte,David Jones,189,6.5,189,189.5/190/190.5,191,230,,,
2006-2007 Regular Season,12/05/06,LA Clippers,Home,22,23,27,29,,,,,101,240,37,77,3,10,24,30,9,38,47,22,22,4,17,11,101,97.8,97.8,103.3,99.2,3IN4,E. Brand , C. Kaman , S. Livingston , C. Mobley , Q. Ross,,Sean Wright,-6.5,-6.5,189,-6/-6.5/-7,-6.5,-270,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,San Antonio,Road,22,26,22,26,,,,,96,240,36,78,5,15,19,21,10,25,35,24,18,5,11,5,96,82.8,82.8,116.0,91.8,1,B. Bowen , T. Duncan , M. Finley , F. Oberto , T. Parker,Tony Brothers,Sean Corbin,-7,-7,188.5,-8-15/-8/-7.5,-8,-365,,,
2006-2007 Regular Season,12/06/06,Charlotte,Home,23,19,15,19,,,,,76,240,29,71,3,11,15,21,11,26,37,16,19,7,15,7,76,82.8,82.8,91.8,116.0,2,R. Felton , B. Knight , A. Morrison , E. Okafor , G. Wallace,,Olandis Poole,188.5,7,188.5,,188.5,300,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Toronto,Road,25,22,20,24,,,,,91,240,39,85,3,11,10,13,8,29,37,26,18,5,6,5,91,87.4,87.4,104.1,108.7,3+,C. Bosh , T. Ford , J. Garbajosa , R. Nesterovic , A. Parker,Dan Crawford,Monty McCutchen,195.5,8.5,195.5,196.5/197/196,195.5,305,,,
2006-2007 Regular Season,12/06/06,Cleveland,Home,18,26,24,27,,,,,95,240,38,83,10,24,9,16,12,37,49,22,15,3,12,5,95,87.4,87.4,108.7,104.1,3+,D. Gibson , D. Gooden , Z. Ilgauskas , L. James , E. Snow,,Rodney Mott,-8.5,-8.5,195.5,-8.5/-9/-8.5,-8,-370,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Orlando,Road,27,15,17,21,,,,,80,240,30,73,1,8,19,26,10,24,34,12,19,7,14,4,80,87.0,87.0,92.0,108.1,3IN4,T. Battie , G. Hill , D. Howard , J. Nelson , H. Turkoglu,Ron Garretson,Michael Smith,189,2,189,188/187.5/187,186.5,115,,,
2006-2007 Regular Season,12/06/06,Indiana,Home,28,24,24,18,,,,,94,240,37,77,7,16,13,17,13,35,48,25,21,9,18,6,94,87.0,87.0,108.1,92.0,1,J. Foster , A. Harrington , S. Jackson , J. O'Neal , J. Tinsley,,Scott Wall,-2,-2,189,-2/-1.5/-2,-2-15,-135,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Memphis,Road,19,27,28,24,,,,,98,240,28,68,3,9,39,42,9,21,30,17,21,10,12,4,98,86.0,86.0,114.0,111.6,1,C. Atkins , D. Jones , M. Miller , S. Swift , H. Warrick,Joe DeRosa,Leroy Richardson,192,3,192,192/191/190,190.5,130,,,
2006-2007 Regular Season,12/06/06,Boston,Home,28,16,22,30,,,,,96,240,33,69,8,19,22,24,10,26,36,23,28,7,20,5,96,86.0,86.0,111.6,114.0,1,T. Allen , R. Gomes , A. Jefferson , P. Pierce , S. Telfair,,Bill Kennedy,-3,-3,192,,-3,-150,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Washington,Road,35,31,33,14,,,,,113,240,41,84,14,20,17,21,7,27,34,18,25,8,10,6,113,92.5,92.5,122.1,110.2,1,G. Arenas , C. Butler , A. Jamison , D. Stevenson , E. Thomas,Jimmy Clark,Tom Washington,-1,-1,207.5,PK+20/PK+15/PK,-1,,,,
2006-2007 Regular Season,12/06/06,New York,Home,31,24,30,17,,,,,102,240,36,81,4,17,26,39,20,27,47,17,18,6,16,2,102,92.5,92.5,110.2,122.1,1,E. Curry , S. Francis , D. Lee , S. Marbury , Q. Richardson,,Zach Zarba,207.5,1,207.5,207.5/208/207.5,206.5,,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Portland,Road,23,15,20,28,8,,,,94,265,35,82,9,21,15,18,11,27,38,23,28,6,16,4,94,90.4,81.9,103.9,112.8,3IN4-B2B,J. Jack , J. Przybilla , Z. Randolph , I. Udoka , M. Webster,Derrick Stafford,Gary Zielinski,200,7,200,200/199.5,200,310,,,
2006-2007 Regular Season,12/06/06,Milwaukee,Home,14,23,22,27,16,,,,102,265,38,81,3,16,23,28,11,28,39,22,19,5,11,2,102,90.4,81.9,112.8,103.9,1,C. Bell , A. Bogut , R. Patterson , M. Redd , M. Williams,,Marc Davis,-7,-7,200,-7,-7.5,-380,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Houston,Road,25,15,25,19,,,,,84,240,31,89,11,23,11,15,15,33,48,21,22,7,18,4,84,95.3,95.3,88.2,94.5,B2B,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,Phil Robinson,Greg Willard,-1,-1,175,175/175.5/177,176.5,,,,
2006-2007 Regular Season,12/06/06,Minnesota,Home,20,23,26,21,,,,,90,240,35,78,3,13,17,23,5,35,40,26,18,10,15,9,90,95.3,95.3,94.5,88.2,2,M. Blount , R. Davis , K. Garnett , T. Hassell , M. James,,Leon Wood,175,1,175,PK/-1/-1-15,-1,,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Philadelphia,Road,16,32,22,24,,,,,94,240,34,73,4,6,22,28,6,23,29,22,25,6,17,5,94,93.7,93.7,100.3,129.1,2,R. Carney , S. Dalembert , A. Iguodala , A. Iverson , C. Webber,Tim Donaghy,Bernie Fryer,198.5,8.5,198.5,198.5/199/198,197.5,410,,,
2006-2007 Regular Season,12/06/06,Chicago,Home,39,30,27,25,,,,,121,240,48,78,6,13,19,31,10,33,43,29,24,7,12,5,121,93.7,93.7,129.1,100.3,1,L. Deng , C. Duhon , K. Hinrich , A. Nocioni , B. Wallace,,Eli Roe,-8.5,-8.5,198.5,-8/-8.5/-8.5-15,-9,-525,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,Atlanta,Road,24,24,13,37,,,,,98,240,32,77,11,27,23,29,12,27,39,20,25,6,20,5,98,95.4,95.4,102.8,100.7,3IN4-B2B,J. Johnson , T. Lue , J. Smith , S. Williams , L. Wright,Dick Bavetta,Scott Foster,213,10,213,213,212.5,600,,,
2006-2007 Regular Season,12/06/06,Denver,Home,24,20,31,21,,,,,96,240,38,83,4,15,16,33,17,28,45,28,27,9,19,3,96,95.4,95.4,100.7,102.8,3+,C. Anthony , M. Camby , A. Miller , E. Najera , J. Smith,,Robbie Robinson,-10,-10,213,-10.5/-11/-11.5,-12,-800,,Boxscore,Odds
2006-2007 Regular Season,12/06/06,New Orleans,Road,30,24,21,30,,,,,105,240,44,92,6,15,11,17,20,29,49,20,21,8,15,3,105,92.4,92.4,113.6,96.3,3+,R. Butler , T. Chandler , M. Jackson , D. Mason , C. Paul,Steve Javie,Derrick Collins,190,8,190,189.5/189/189.5,190,400,,,
2006-2007 Regular Season,12/06/06,LA Lakers,Home,34,18,19,18,,,,,89,240,36,73,3,19,14,23,5,26,31,24,19,9,17,6,89,92.4,92.4,96.3,113.6,1,K. Brown , K. Bryant , L. Odom , S. Parker , L. Walton,,Eric Lewis,-8,-8,190,-8.5/-8/-9,-9.5,-500,,Boxscore,Odds
2006-2007 Regular Season,12/07/06,Phoenix,Road,30,34,28,41,10,18,,,161,290,61,117,17,31,22,27,11,28,39,43,28,10,12,5,161,125.0,103.5,128.8,125.6,1,R. Bell , B. Diaw , S. Marion , S. Nash , A. Stoudemire,Bennett Salvatore,Leon Wood,-2,-2,207.5,-3.5/-3/-2.5,-3,-150,,,
2006-2007 Regular Season,12/07/06,New Jersey,Home,29,29,32,43,10,14,,,157,290,60,107,10,21,27,31,10,40,50,37,29,2,17,3,157,125.0,103.5,125.6,128.8,1,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,,Tommy Nunez Jr.,207.5,2,207.5,209/209.5/210,210.5,130,,Boxscore,Odds
2006-2007 Regular Season,12/07/06,Detroit,Road,29,23,24,16,,,,,92,240,38,80,7,17,9,14,12,32,44,23,23,12,12,8,92,86.5,86.5,106.4,94.8,1,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,James Capers,Ken Mauer,191,7,191,191,192,240,,,
2006-2007 Regular Season,12/07/06,Dallas,Home,20,24,16,22,,,,,82,240,31,74,4,14,16,22,7,29,36,13,16,7,14,3,82,86.5,86.5,94.8,106.4,3IN4,E. Dampier , D. Harris , J. Howard , D. Nowitzki , J. Terry,,Mark Ayotte,-7,-7,191,-7/-6.5/-7,-6.5,-280,,Boxscore,Odds
2006-2007 Regular Season,12/07/06,Miami,Road,22,20,26,17,8,,,,93,265,36,83,6,14,15,23,6,42,48,24,25,5,17,6,93,100.7,91.2,92.4,90.4,1,U. Haslem , A. Mourning , D. Wade , J. Williams , D. Wright,Bob Delaney,Luis Grillo,199.5,5.5,199.5,196.5/195/196,195.5,175,,,
2006-2007 Regular Season,12/07/06,Sacramento,Home,17,21,22,25,6,,,,91,265,30,83,6,21,25,31,7,36,43,17,22,4,12,3,91,100.7,91.2,90.4,92.4,3IN4,M. Bibby , K. Martin , B. Miller , J. Salmons , K. Thomas,,Ed Malloy,-5.5,-5.5,199.5,-5/-4.5/-5,-5.5,-210,,Boxscore,Odds
2006-2007 Regular Season,12/08/06,Houston,Road,31,21,25,15,,,,,92,240,37,84,4,16,14,16,10,41,51,17,23,8,14,4,92,92.6,92.6,99.3,66.9,3IN4,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,Dan Crawford,Jason Phillips,-5.5,-5.5,179,-5-05/-5-15/-5.5-05,-5.5-15,-235,,,
2006-2007 Regular Season,12/08/06,Charlotte,Home,17,14,15,16,,,,,62,240,23,81,2,11,14,19,14,32,46,13,20,8,20,4,62,92.6,92.6,66.9,99.3,1,P. Brezec , R. Felton , A. Morrison , E. Okafor , G. Wallace,,Courtney Kirkland,179,5.5,179,180/179.5/179,178.5,195,,Boxscore,Odds
2006-2007 Regular Season,12/08/06,Portland,Road,24,29,14,28,,,,,95,240,34,76,3,9,24,33,11,24,35,16,29,11,16,8,95,91.7,91.7,103.6,117.8,3IN4,J. Jack , J. Przybilla , Z. Randolph , I. Udoka , M. Webster,Rodney Mott,Greg Willard,188,8,188,186/185.5/186,185.5,255,,,
2006-2007 Regular Season,12/08/06,Indiana,Home,22,20,35,31,,,,,108,240,37,75,8,22,26,37,13,26,39,19,24,12,16,9,108,91.7,91.7,117.8,103.6,1,M. Baston , J. Foster , A. Harrington , S. Jackson , J. Tinsley,,Olandis Poole,-8,-8,188,-8-05/-8.5-05/-8-05,-7-05,-310,,Boxscore,Odds
2006-2007 Regular Season,12/08/06,Detroit,Road,19,21,26,21,,,,,87,240,34,72,6,12,13,20,9,29,38,16,24,6,13,4,87,83.5,83.5,104.2,99.4,3IN4-B2B,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,Tony Brothers,Sean Corbin,185.5,4.5,185.5,185.5/186/185,186.5,160,,,
