DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2006-2007 Regular Season,11/01/06,New Orleans,Road,26,28,21,16,,,,,91,240,36,84,1,11,18,33,10,36,46,17,31,6,15,4,91,100.7,100.7,90.3,86.4,3+,T. Chandler , D. Mason , C. Paul , P. Stojakovic , D. West,Not available,Bill Kennedy,197.5,4.5,197.5,198/197.5/198,197.5,140,,,
2006-2007 Regular Season,11/01/06,Boston,Home,16,25,24,22,,,,,87,240,30,75,3,16,24,39,10,42,52,18,31,5,19,6,87,100.7,100.7,86.4,90.3,3+,K. Perkins , P. Pierce , W. Szczerbiak , S. Telfair , D. West,,Bennie Adams,-4.5,-4.5,197.5,-4/-3/-3.5,-3,-160,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,Toronto,Road,27,22,21,22,,,,,92,240,37,94,4,20,14,20,7,31,38,21,27,8,15,5,92,105.0,105.0,87.7,97.2,3+,C. Bosh , T. Ford , R. Nesterovic , A. Parker , M. Peterson,Not available,Leon Wood,198.5,6,198.5,203/202.5/203,201.5,250,,,
2006-2007 Regular Season,11/01/06,New Jersey,Home,28,25,21,28,,,,,102,240,40,78,3,18,19,24,9,43,52,28,26,2,23,5,102,105.0,105.0,97.2,87.7,3+,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,,Phil Robinson,-6,-6,198.5,-6/-6.5,-7,-300,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,Washington,Road,28,17,24,25,,,,,94,240,36,77,2,13,20,29,9,24,33,22,26,7,11,4,94,89.4,89.4,105.1,108.5,3+,G. Arenas , C. Butler , A. Jamison , D. Stevenson , E. Thomas,Dan Crawford,Kevin Fehr,193.5,5.5,193.5,193.5/194/193.5,194,210,,,
2006-2007 Regular Season,11/01/06,Cleveland,Home,26,21,28,22,,,,,97,240,37,78,8,19,15,30,16,34,50,24,25,4,16,4,97,89.4,89.4,108.5,105.1,3+,D. Gooden , L. Hughes , Z. Ilgauskas , L. James , E. Snow,,Jack Nies,-5.5,-5.5,193.5,-5.5/-5/-5.5,-6,-250,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,Milwaukee,Road,30,25,23,27,,,,,105,240,43,93,2,14,17,25,11,27,38,26,25,12,8,0,105,95.8,95.8,109.6,101.3,3+,A. Bogut , R. Patterson , M. Redd , C. Villanueva , M. Williams,Not available,Ed Malloy,192.5,8,192.5,195/193/193.5,194,255,,,
2006-2007 Regular Season,11/01/06,Detroit,Home,21,24,27,25,,,,,97,240,31,72,8,21,27,34,13,35,48,19,23,3,22,9,97,95.8,95.8,101.3,109.6,3+,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,,Not available,-8,-8,192.5,-7/-6.5/-7,-6.5,-310,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,New York,Road,20,31,20,18,11,8,10,,118,315,40,95,10,22,28,36,18,38,56,22,42,6,23,7,118,111.5,85.0,105.8,104.9,3+,E. Curry , S. Francis , C. Frye , S. Marbury , Q. Richardson,Monty McCutchen,Bennett Salvatore,187.5,5.5,187.5,192.5/193/194.5,195,200,,,
2006-2007 Regular Season,11/01/06,Memphis,Home,25,21,14,29,11,8,9,,117,315,42,105,6,21,27,45,23,35,58,14,32,6,13,8,117,111.5,85.0,104.9,105.8,3+,E. Jones , M. Miller , D. Stoudamire , J. Tsakalidis , H. Warrick,,Zach Zarba,-5.5,-5.5,187.5,-5/-5.5/-5,-5-05,-240,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,Sacramento,Road,16,25,25,17,,,,,83,240,31,89,3,15,18,25,22,29,51,13,21,10,18,2,83,92.0,92.0,90.3,100.0,3+,R. Artest , M. Bibby , K. Martin , B. Miller , K. Thomas,Joe Crawford,Derrick Stafford,187.5,4.5,187.5,185/184/183.5,184,180,,,
2006-2007 Regular Season,11/01/06,Minnesota,Home,23,20,21,28,,,,,92,240,35,72,4,9,18,20,6,32,38,19,26,7,19,7,92,92.0,92.0,100.0,90.3,3+,M. Blount , R. Davis , K. Garnett , T. Hassell , M. James,,Gary Zielinski,-4.5,-4.5,187.5,-4/-5/-5.5,-5,-220,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,Houston,Road,26,22,24,25,,,,,97,240,32,74,10,22,23,36,10,26,36,19,22,7,13,3,97,91.4,91.4,106.1,117.0,3+,R. Alston , S. Battier , T. McGrady , Y. Ming , K. Snyder,Bob Delaney,Jason Phillips,185.5,1,185.5,+1/+1.5,-1,,,,
2006-2007 Regular Season,11/01/06,Utah,Home,35,25,25,22,,,,,107,240,39,74,3,10,26,31,11,36,47,19,25,6,16,3,107,91.4,91.4,117.0,106.1,3+,C. Boozer , A. Kirilenko , C. Miles , M. Okur , D. Williams,,Courtney Kirkland,-1,-1,185.5,181/180/180u15,179.5,,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,Portland,Road,20,28,28,34,,,,,110,240,40,73,2,10,28,35,10,30,40,13,21,6,14,6,110,91.2,91.2,120.6,116.3,3+,J. Jack , J. Przybilla , Z. Randolph , B. Roy , I. Udoka,Mike Callahan,Scott Foster,199,8,199,197.5/196.5/197.5,198,335,,,
2006-2007 Regular Season,11/01/06,Seattle,Home,24,27,27,28,,,,,106,240,41,90,6,19,18,20,15,19,34,23,25,9,13,4,106,91.2,91.2,116.3,120.6,3+,R. Allen , R. Lewis , L. Ridnour , M. Sene , C. Wilcox,,Robbie Robinson,-8,-8,199,-8/-8.5/-9,-8.5,-430,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,LA Lakers,Road,22,27,38,23,,,,,110,240,39,86,5,17,27,41,19,36,55,29,30,6,16,4,110,98.2,98.2,112.1,99.8,B2B,A. Bynum , M. Evans , L. Odom , S. Parker , L. Walton,Not available,Mark Ayotte,199,0,199,203/203.5/204,204.5,245,,,
2006-2007 Regular Season,11/01/06,Golden State,Home,22,26,25,25,,,,,98,240,34,82,3,19,27,42,12,34,46,18,31,6,10,4,98,98.2,98.2,99.8,112.1,3+,B. Davis , M. Dunleavy , T. Murphy , M. Pietrus , J. Richardson,,Greg Willard,PK,0,199,-7/-6.5/-7,-7.5,-290,,Boxscore,Odds
2006-2007 Regular Season,11/01/06,LA Clippers,Road,20,25,29,30,,,,,104,240,38,89,4,10,24,29,17,27,44,12,26,5,14,3,104,95.2,95.2,109.2,117.6,3+,E. Brand , S. Livingston , C. Mobley , Q. Ross , T. Thomas,Not available,Marc Davis,212,5,212,210/211.5/210.5,211,170,,,
2006-2007 Regular Season,11/01/06,Phoenix,Home,24,24,29,35,,,,,112,240,41,77,4,15,26,30,8,31,39,21,25,5,15,6,112,95.2,95.2,117.6,109.2,B2B,R. Bell , B. Diaw , S. Marion , S. Nash , K. Thomas,,Leroy Richardson,-5,-5,212,-3.5/-4/-4.5,-5,-200,,Boxscore,Odds
2006-2007 Regular Season,11/02/06,San Antonio,Road,26,19,27,25,,,,,97,240,34,69,4,11,25,37,7,32,39,20,16,6,12,5,97,88.9,88.9,109.1,102.4,3+,B. Bowen , T. Duncan , M. Ginobili , F. Oberto , T. Parker,Eddie Rush,Mark Wunderlich,186,4.5,186,186/184.5/183.5,183,130,,,
2006-2007 Regular Season,11/02/06,Dallas,Home,27,24,24,16,,,,,91,240,38,88,5,16,10,16,13,26,39,15,28,5,11,7,91,88.9,88.9,102.4,109.1,3+,G. Buckner , D. Diop , J. Howard , D. Nowitzki , J. Terry,,Jess Kersey,-4.5,-4.5,186,-4.5/-4,-3,-150,,Boxscore,Odds
2006-2007 Regular Season,11/02/06,Denver,Road,24,24,22,25,,,,,95,240,34,88,4,23,23,30,13,43,56,24,27,9,19,6,95,103.9,103.9,91.4,92.4,3+,C. Anthony , M. Camby , K. Martin , A. Miller , J. Smith,Steve Javie,Tom Washington,200,4.5,200,206/206.5/207.5,208,140,,,
2006-2007 Regular Season,11/02/06,LA Clippers,Home,18,31,16,31,,,,,96,240,35,82,7,19,19,26,5,33,38,20,26,5,18,6,96,103.9,103.9,92.4,91.4,B2B,E. Brand , S. Cassell , C. Kaman , C. Mobley , Q. Ross,,Eric Lewis,-4.5,-4.5,200,-4/-3.5/-3,-3.5,-160,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,New Orleans,Road,26,22,21,31,,,,,100,240,37,84,3,14,23,27,19,34,53,16,22,2,15,4,100,88.0,88.0,113.6,103.4,1,T. Chandler , D. Mason , C. Paul , P. Stojakovic , D. West,Joe Crawford,Violet Palmer,190.5,5.5,190.5,195.5/194/193,192.5,160,,,
2006-2007 Regular Season,11/03/06,Indiana,Home,20,20,32,19,,,,,91,240,32,80,7,26,20,24,11,23,34,21,23,7,12,7,91,88.0,88.0,103.4,113.6,1,D. Granger , A. Harrington , S. Jackson , J. O'Neal , J. Tinsley,,Gary Zielinski,-5.5,-5.5,190.5,-4.5-05/-4-05/-4.5-05,-4-05,-180,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Philadelphia,Road,26,27,24,28,,,,,105,240,37,66,8,11,23,33,3,19,22,23,29,11,15,3,105,92.6,92.6,113.4,111.3,1,S. Dalembert , A. Iguodala , A. Iverson , K. Ollie , C. Webber,Jimmy Clark,Tommy Nunez,194,6,194,192/191.5/192,191.5,190,,,
2006-2007 Regular Season,11/03/06,Orlando,Home,24,28,26,25,,,,,103,240,39,73,2,9,23,33,14,30,44,18,28,7,23,3,103,92.6,92.6,111.3,113.4,1,T. Battie , G. Hill , D. Howard , J. Nelson , H. Turkoglu,,Leon Wood,-6,-6,194,-6/-6-05/-5.5-05,-5-05,-230,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Milwaukee,Road,21,29,25,17,,,,,92,240,38,86,5,20,11,14,11,27,38,22,20,7,15,3,92,92.9,92.9,99.0,117.3,1,A. Bogut , R. Patterson , M. Redd , C. Villanueva , M. Williams,Derrick Stafford,Bennie Adams,201.5,2.5,201.5,-1.5-05/-1-15/-1.5-05,-1-05,,,,
2006-2007 Regular Season,11/03/06,Toronto,Home,27,23,29,30,,,,,109,240,47,88,9,21,6,10,13,31,44,27,15,7,15,8,109,92.9,92.9,117.3,99.0,1,C. Bosh , T. Ford , R. Nesterovic , A. Parker , M. Peterson,,Bill Kennedy,-2.5,-2.5,201.5,208.5/208/207.5,207,,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,New York,Road,22,15,29,26,,,,,92,240,33,72,1,9,25,34,11,29,40,18,28,2,17,2,92,90.4,90.4,101.8,112.8,1,E. Curry , S. Francis , C. Frye , S. Marbury , Q. Richardson,Ron Garretson,Scott Wall,202,2,202,204.5/204/204.5,204,130,,,
2006-2007 Regular Season,11/03/06,Atlanta,Home,21,26,25,30,,,,,102,240,39,82,4,14,20,31,15,23,38,17,25,8,13,5,102,90.4,90.4,112.8,101.8,1,S. Claxton , J. Johnson , Z. Pachulia , J. Smith , S. Williams,,Tony Brown,-2,-2,202,-2.5-05/-3-05/-2.5-05,-3-05,-150,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Detroit,Road,24,21,28,28,,,,,101,240,37,88,4,13,23,30,16,32,48,26,17,7,6,5,101,89.2,89.2,113.2,98.6,1,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,Sean Corbin,Bernie Fryer,-2,-2,190,-2-05/-1.5-05/-2-05,-1.5-05,-130,,,
2006-2007 Regular Season,11/03/06,Boston,Home,25,21,24,18,,,,,88,240,34,75,5,12,15,20,8,36,44,23,19,4,15,4,88,89.2,89.2,98.6,113.2,1,R. Gomes , K. Perkins , P. Pierce , W. Szczerbiak , S. Telfair,,Derek Richardson,190,2,190,192/193/194.5,195,110,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,New Jersey,Road,24,17,21,23,,,,,85,240,30,77,6,20,19,22,8,32,40,12,21,5,16,2,85,92.7,92.7,91.7,98.2,1,V. Carter , J. Collins , R. Jefferson , J. Kidd , N. Krstic,Kevin Fehr,Ken Mauer,191,5,191,185.5/185/186.5,187,165,,,
2006-2007 Regular Season,11/03/06,Miami,Home,21,22,22,26,,,,,91,240,35,76,5,16,16,23,9,37,46,17,22,6,17,6,91,92.7,92.7,98.2,91.7,2,U. Haslem , S. O'Neal , G. Payton , D. Wade , A. Walker,,Michael Smith,-5,-5,191,-4.5/-4.5-05/-4-05,-4.5-05,-190,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Charlotte,Road,21,26,23,13,,,,,83,240,32,68,3,13,16,29,5,32,37,22,28,6,19,9,83,90.9,90.9,91.3,105.6,1,R. Felton , B. Knight , S. May , E. Okafor , G. Wallace,Dan Crawford,Luis Grillo,190,0,190,190/189.5,188,175,,,
2006-2007 Regular Season,11/03/06,Memphis,Home,24,20,16,36,,,,,96,240,31,87,10,22,24,28,19,29,48,20,23,10,13,4,96,90.9,90.9,105.6,91.3,1,E. Jones , M. Miller , D. Stoudamire , J. Tsakalidis , H. Warrick,,Ed Malloy,PK,0,190,-3.5/-4-15/-4.5-05,-5-05,-210,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Cleveland,Road,23,20,19,26,,,,,88,240,33,74,4,9,18,30,8,41,49,16,29,6,11,5,88,89.4,89.4,98.4,90.6,1,D. Gooden , L. Hughes , Z. Ilgauskas , L. James , E. Snow,Monty McCutchen,Bennett Salvatore,187,5,187,187/186,184.5,180,,,
2006-2007 Regular Season,11/03/06,San Antonio,Home,18,18,20,25,,,,,81,240,29,69,5,15,18,34,5,35,40,16,24,2,12,2,81,89.4,89.4,90.6,98.4,B2B,B. Bowen , T. Duncan , M. Ginobili , F. Oberto , T. Parker,,Derrick Collins,-5,-5,187,-5.5/-5-05/-5.5-05,-5-05,-220,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Sacramento,Road,14,20,28,27,,,,,89,240,27,73,5,15,30,37,9,34,43,17,28,12,26,4,89,103.5,103.5,86.0,85.0,1,R. Artest , M. Bibby , K. Martin , B. Miller , K. Thomas,Dick Bavetta,James Capers,181,7,181,185/184.5/185,186.5,200,,,
2006-2007 Regular Season,11/03/06,Chicago,Home,17,23,22,26,,,,,88,240,32,78,2,9,22,29,8,35,43,18,29,14,23,8,88,103.5,103.5,85.0,86.0,3IN4,P. Brown , L. Deng , B. Gordon , K. Hinrich , B. Wallace,,Pat Fraher,-7,-7,181,-7/-6.5/-6-05,-5.5-05,-240,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Minnesota,Road,26,27,31,28,,,,,112,240,42,81,3,11,25,33,13,28,41,22,25,7,16,4,112,97.0,97.0,115.4,112.3,1,M. Blount , R. Davis , K. Garnett , T. Hassell , M. James,Mike Callahan,Scott Foster,194.5,6,194.5,199/199.5/200,197.5,200,,,
2006-2007 Regular Season,11/03/06,Denver,Home,27,30,34,18,,,,,109,240,43,85,4,12,19,27,11,25,36,23,27,4,15,3,109,97.0,97.0,112.3,115.4,B2B,C. Anthony , M. Camby , K. Martin , A. Miller , J. Smith,,Robbie Robinson,-6,-6,194.5,-6,-5-05,-240,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Utah,Road,29,18,30,31,,,,,108,240,38,81,4,9,28,34,10,38,48,21,33,6,18,2,108,100.4,100.4,107.6,103.6,1,C. Boozer , A. Kirilenko , C. Miles , M. Okur , D. Williams,Rodney Mott,Greg Willard,210,8,210,211/212/211.5,212,270,,,
2006-2007 Regular Season,11/03/06,Phoenix,Home,18,36,29,21,,,,,104,240,32,78,9,31,31,35,4,28,32,23,23,9,13,6,104,100.4,100.4,103.6,107.6,3IN4,L. Barbosa , R. Bell , S. Marion , S. Nash , K. Thomas,,Olandis Poole,-8,-8,210,-7.5-05/-6.5-05/-7-05,-7.5-05,-330,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Portland,Road,25,20,20,24,,,,,89,240,32,74,9,25,16,19,12,28,40,22,32,4,23,6,89,91.3,91.3,97.5,111.7,1,J. Jack , J. Przybilla , Z. Randolph , B. Roy , I. Udoka,Bob Delaney,Jason Phillips,205.5,8.5,205.5,212/210.5/207.5,207,350,,,
2006-2007 Regular Season,11/03/06,Golden State,Home,24,22,28,28,,,,,102,240,38,77,5,11,21,31,12,27,39,21,21,8,15,3,102,91.3,91.3,111.7,97.5,1,B. Davis , M. Dunleavy , A. Foyle , T. Murphy , J. Richardson,,Courtney Kirkland,-8.5,-8.5,205.5,-7.5-05/-8.5-05/-9-05,-9.5-05,-450,,Boxscore,Odds
2006-2007 Regular Season,11/03/06,Seattle,Road,26,30,32,24,,,,,112,240,44,98,11,31,13,16,15,25,40,23,30,12,9,2,112,95.4,95.4,117.4,123.7,1,R. Allen , R. Lewis , L. Ridnour , M. Sene , C. Wilcox,Joe DeRosa,Leroy Richardson,206.5,0,206.5,206/207/208,209.5,210,,,
2006-2007 Regular Season,11/03/06,LA Lakers,Home,38,27,21,32,,,,,118,240,36,65,9,16,37,48,8,35,43,22,16,5,18,7,118,95.4,95.4,123.7,117.4,3IN4,K. Bryant , A. Bynum , L. Odom , S. Parker , L. Walton,,Marc Davis,PK,0,206.5,-4-05/-4.5-05/-5-05,-6-05,-250,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Cleveland,Road,28,22,16,22,,,,,88,240,27,71,5,23,29,42,13,33,46,14,25,2,19,3,88,90.6,90.6,97.1,101.5,3IN4-B2B,D. Gooden , L. Hughes , Z. Ilgauskas , L. James , E. Snow,Tony Brothers,Jimmy Clark,195.5,-4.5,195.5,-3.5/-4/-4.5,-4,-190,,,
2006-2007 Regular Season,11/04/06,Charlotte,Home,20,26,23,23,,,,,92,240,31,70,7,13,23,30,7,27,34,21,36,4,15,8,92,90.6,90.6,101.5,97.1,3IN4-B2B,R. Felton , B. Knight , E. Okafor , J. Voskuhl , G. Wallace,,Tommy Nunez Jr.,4.5,4.5,195.5,195/194.5/194,192.5,165,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Boston,Road,28,29,31,29,,,,,117,240,37,70,11,23,32,38,8,35,43,21,31,2,20,1,117,98.1,98.1,119.3,126.4,3IN4-B2B,R. Gomes , K. Perkins , P. Pierce , W. Szczerbiak , S. Telfair,Ron Garretson,Leon Wood,200.5,7.5,200.5,200.5/201.5/201,200.5,260,,,
2006-2007 Regular Season,11/04/06,Washington,Home,35,23,40,26,,,,,124,240,43,82,7,18,31,42,8,20,28,22,27,11,10,6,124,98.1,98.1,126.4,119.3,2,G. Arenas , C. Butler , A. Jamison , D. Stevenson , E. Thomas,,Zach Zarba,-7.5,-7.5,200.5,PK/-7/-7.5,-7,-320,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Memphis,Road,25,15,22,24,,,,,86,240,28,74,5,13,25,34,9,27,36,17,21,6,12,4,86,86.8,86.8,99.0,109.4,3IN4-B2B,E. Jones , M. Miller , D. Stoudamire , J. Tsakalidis , H. Warrick,Jack Nies,Ron Olesiak,186,7.5,186,184.5/183.5/183,182,300,,,
2006-2007 Regular Season,11/04/06,Detroit,Home,23,23,24,25,,,,,95,240,37,73,3,13,18,22,9,31,40,26,27,4,13,7,95,86.8,86.8,109.4,99.0,3IN4-B2B,C. Billups , R. Hamilton , N. Mohammed , T. Prince , R. Wallace,,Tony Brown,-7.5,-7.5,186,PK/-8/-7.5,-8,-360,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Indiana,Road,22,23,32,32,,,,,109,240,46,88,8,19,9,11,6,32,38,23,27,9,14,9,109,96.0,96.0,113.5,98.9,3IN4-B2B,D. Granger , A. Harrington , S. Jackson , J. O'Neal , J. Tinsley,Eddie Rush,Jess Kersey,203,-3,203,-2.5/-3/-3-15,-3-20,-150,,,
2006-2007 Regular Season,11/04/06,New York,Home,14,26,36,19,,,,,95,240,34,79,4,17,23,30,12,27,39,14,17,9,16,1,95,96.0,96.0,98.9,113.5,3IN4-B2B,E. Curry , S. Francis , C. Frye , S. Marbury , Q. Richardson,,David Guthrie,3,3,203,202.5/202/202.5,203.5,130,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Dallas,Road,16,22,23,15,,,,,76,240,29,70,4,12,14,19,11,23,34,13,24,1,22,3,76,86.6,86.6,87.7,123.5,1,G. Buckner , D. Diop , J. Howard , D. Nowitzki , J. Terry,Tim Donaghy,Joe Forte,185.5,-2,185.5,-2/-2.5/-2-05,-2,-130,,,
2006-2007 Regular Season,11/04/06,Houston,Home,25,27,23,32,,,,,107,240,37,69,8,16,25,30,7,28,35,26,23,13,13,5,107,86.6,86.6,123.5,87.7,2,R. Alston , S. Battier , C. Hayes , T. McGrady , Y. Ming,,Eli Roe,2,2,185.5,186/186.5/186,185,110,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Sacramento,Road,27,28,16,20,,,,,91,240,34,85,4,20,19,27,18,21,39,22,21,13,12,3,91,88.2,88.2,103.1,117.9,3IN4-B2B,R. Artest , M. Bibby , K. Martin , B. Miller , K. Thomas,Violet Palmer,Mark Wunderlich,193,2,193,193,193.5,125,,,
2006-2007 Regular Season,11/04/06,Milwaukee,Home,30,19,37,18,,,,,104,240,38,72,9,17,19,23,11,31,42,29,18,3,20,2,104,88.2,88.2,117.9,103.1,3IN4-B2B,A. Bogut , R. Patterson , M. Redd , C. Villanueva , M. Williams,,Matt Boland,-2,-2,193,-2.5/-3/-2.5,-3,-145,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Golden State,Road,22,19,21,20,,,,,82,240,28,73,6,16,20,35,11,23,34,16,19,9,18,7,82,92.2,92.2,88.9,115.0,3IN4-B2B,A. Biedrins , B. Davis , M. Dunleavy , T. Murphy , J. Richardson,Joe DeRosa,Leroy Richardson,209,6,209,209,207.5,215,,,
2006-2007 Regular Season,11/04/06,Utah,Home,29,31,25,21,,,,,106,240,43,84,5,11,15,20,15,36,51,24,25,10,16,7,106,92.2,92.2,115.0,88.9,3IN4-B2B,C. Boozer , A. Kirilenko , C. Miles , M. Okur , D. Williams,,Marc Davis,-6,-6,209,PK/-6/-5.5,-6,-255,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Minnesota,Road,30,22,22,12,,,,,86,240,35,73,4,12,12,13,7,34,41,23,16,6,15,3,86,85.8,85.8,100.2,102.6,3IN4-B2B,M. Blount , R. Davis , K. Garnett , T. Hassell , M. James,Steve Javie,Tom Washington,193,-3,193,-3/-2.5/-3,-3.5,-150,,,
2006-2007 Regular Season,11/04/06,Portland,Home,14,27,28,19,,,,,88,240,35,82,6,14,12,18,12,30,42,21,18,6,10,5,88,85.8,85.8,102.6,100.2,3IN4-B2B,J. Jack , J. Magloire , Z. Randolph , B. Roy , I. Udoka,,Eric Lewis,3,3,193,192.5/192/191.5,189.5,130,,Boxscore,Odds
2006-2007 Regular Season,11/04/06,Phoenix,Road,26,17,39,26,,,,,108,240,40,91,11,27,17,21,6,35,41,26,33,3,10,1,108,101.6,101.6,106.3,112.3,4IN5-B2B,R. Bell , B. Diaw , S. Marion , S. Nash , K. Thomas,Mike Callahan,Scott Foster,215,4,215,215/213.5/213,211.5,145,,,
2006-2007 Regular Season,11/04/06,LA Clippers,Home,20,36,24,34,,,,,114,240,41,87,1,12,31,45,13,41,54,21,23,2,9,6,114,101.6,101.6,112.3,106.3,3IN4,E. Brand , S. Cassell , C. Mobley , Q. Ross , T. Thomas,,Robbie Robinson,-4,-4,215,-3.5-15/-4/-3.5-15,-4,-165,,Boxscore,Odds
