DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2008-2009 Regular Season,12/11/08,Charlotte,Road,26,28,20,16,,,,,90,240,38,78,2,10,12,19,11,33,44,19,21,3,10,8,90,83.6,83.6,107.7,113.7,3IN4-B2B,M.Carroll,E.Okafor,R.Hollins,R.Felton,D.Augustin,Mike Callahan,Kevin Fehr,10.5,10.5,191,191/191.5/192,192.5,1000,,,
2008-2009 Regular Season,12/11/08,Dallas,Home,26,27,21,21,,,,,95,240,36,80,8,20,15,16,9,29,38,25,11,6,7,1,95,83.6,83.6,113.7,107.7,1,D.George,D.Nowitzki,E.Dampier,J.Barea,J.Kidd,,Scott Wall,191,-10.5,191,-10.5-05/-10.5/-13,-13.5,-1400,,Boxscore,Odds
2008-2009 Regular Season,12/11/08,Portland,Road,27,19,20,22,,,,,88,240,34,77,6,27,14,19,13,30,43,13,24,4,13,3,88,84.1,84.1,104.7,115.4,1,N.Batum,L.Aldridge,G.Oden,B.Roy,S.Blake,Ken Mauer,Bennie Adams,2,2,192.5,193.5/194/195,194.5,130,,,
2008-2009 Regular Season,12/11/08,Utah,Home,29,28,21,19,,,,,97,240,35,72,3,10,24,30,10,28,38,23,21,9,11,1,97,84.1,84.1,115.4,104.7,1,C.Miles,P.Millsap,M.Okur,R.Brewer,D.Williams,,Derrick Collins,192.5,-2,192.5,-1.5/-2/-2.5,-3,-150,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Philadelphia,Road,25,14,19,14,,,,,72,240,30,69,1,12,11,16,9,31,40,16,23,8,17,4,72,82.3,82.3,87.5,106.9,1,A.Iguodala,E.Brand,S.Dalembert,W.Green,A.Miller,James Capers,Derrick Stafford,10.5,10.5,190.5,189/188.5/189,189.5,460,,,
2008-2009 Regular Season,12/12/08,Cleveland,Home,25,27,17,19,,,,,88,240,32,78,6,18,18,24,14,25,39,19,16,8,11,5,88,82.3,82.3,106.9,87.5,3IN4,L.James,B.Wallace,A.Varejao,M.Williams,D.West,,Pat Fraher,190.5,-10.5,190.5,-10.5EVEN/-10.5+03/-10.5+01,-10.5-05,-625,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Atlanta,Road,20,23,32,12,,,,,87,240,28,74,7,23,24,32,13,40,53,18,12,7,11,3,87,82.8,82.8,105.1,88.2,3IN4,J.Smith,M.Williams,A.Horford,J.Johnson,M.Bibby,David Jones,Eddie Rush,2.5,2.5,195.5,195.5/195,193,120,,,
2008-2009 Regular Season,12/12/08,Miami,Home,25,15,15,18,,,,,73,240,32,83,5,22,4,10,11,26,37,10,22,6,9,5,73,82.8,82.8,88.2,105.1,3+,S.Marion,U.Haslem,J.Anthony,D.Wade,M.Chalmers,,David Guthrie,195.5,-2.5,195.5,-2.5,-2.5-05,-140,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Toronto,Road,24,16,31,30,,,,,101,240,32,73,8,21,29,31,5,32,37,21,24,8,11,8,101,89.0,89.0,113.4,88.7,3IN4,J.Moon,C.Bosh,J.ONeal,J.Kapono,J.Calderon,Joe DeRosa,Ron Olesiak,3.5,3.5,207,207/204.5/205,205.5,120,,,
2008-2009 Regular Season,12/12/08,New Jersey,Home,18,16,19,26,,,,,79,240,26,83,6,23,21,26,20,30,50,18,24,3,18,4,79,89.0,89.0,88.7,113.4,1,B.Simmons,Y.Jianlian,B.Lopez,V.Carter,D.Harris,,Jason Phillips,207,-3.5,207,-3.5/-3.5-05/-3-05,-2.5-05,-140,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,New Orleans,Road,21,19,24,18,,,,,82,240,28,79,2,14,24,33,13,29,42,17,30,10,10,4,82,88.1,88.1,93.1,106.7,1,P.Stojakovic,D.West,H.Armstrong,R.Butler,C.Paul,Joe Crawford,Mark Ayotte,7,7,188.5,188.5/189.5/189,189.5,245,,,
2008-2009 Regular Season,12/12/08,Boston,Home,21,18,30,25,,,,,94,240,33,70,6,16,22,35,12,36,48,14,28,4,16,5,94,88.1,88.1,106.7,93.1,B2B,P.Pierce,K.Garnett,K.Perkins,R.Allen,R.Rondo,,Eli Roe,188.5,-7,188.5,-7,-7-05,-290,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Indiana,Road,26,31,23,30,,,,,110,240,39,69,6,14,26,29,7,31,38,27,21,8,20,2,110,94.9,94.9,115.9,120.1,1,D.Granger,T.Murphy,R.Nesterovic,M.Daniels,T.Ford,Scott Foster,Marc Davis,7,7,200,,200,220,,,
2008-2009 Regular Season,12/12/08,Detroit,Home,32,31,23,28,,,,,114,240,43,77,7,13,21,27,5,23,28,30,22,9,14,3,114,94.9,94.9,120.1,115.9,2,R.Hamilton,T.Prince,R.Wallace,A.Iverson,R.Stuckey,,Eric Lewis,200,-7,200,-7-05/-7.5-05/-6.5-05,-6-05,-260,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Chicago,Road,30,24,20,22,,,,,96,240,36,81,10,24,14,17,11,31,42,19,22,5,16,2,96,91.8,91.8,104.6,112.2,2,L.Deng,D.Gooden,A.Gray,B.Gordon,D.Rose,Joe Forte,Gary Zielinski,-2,-2,201.5,-2,-2-05,-130,,,
2008-2009 Regular Season,12/12/08,Memphis,Home,22,30,31,20,,,,,103,240,40,85,5,16,18,24,11,29,40,17,14,6,11,4,103,91.8,91.8,112.2,104.6,1,R.Gay,M.Gasol,D.Milicic,O.Mayo,K.Lowry,,Eric Dalen,201.5,2,201.5,201.5/202/200,199.5,110,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Orlando,Road,33,28,16,35,,,,,112,240,39,86,13,30,21,22,9,30,39,20,17,6,11,3,112,95.1,95.1,117.7,118.8,2,H.Turkoglu,R.Lewis,D.Howard,K.Bogans,J.Nelson,Monty McCutchen,Tony Brown,2,2,211,211/211u07/211,209.5,120,,,
2008-2009 Regular Season,12/12/08,Phoenix,Home,28,32,27,26,,,,,113,240,44,87,10,19,15,19,11,33,44,21,23,5,13,5,113,95.1,95.1,118.8,117.7,3IN4,G.Hill,A.Stoudemire,R.Lopez,M.Barnes,S.Nash,,Olandis Poole,211,-2,211,-1-05/-1.5-05/-1-05,-1.5-05,-140,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,San Antonio,Road,19,22,25,32,,,,,98,240,37,79,8,18,16,22,11,36,47,23,17,5,10,12,98,87.7,87.7,111.7,98.0,3IN4,M.Finley,T.Duncan,M.Bonner,R.Mason,T.Parker,Bennett Salvatore,Leon Wood,-7,-7,190.5,-8-05/-8.5-05/-8-05,-8.5-05,-400,,,
2008-2009 Regular Season,12/12/08,Minnesota,Home,19,22,16,29,,,,,86,240,36,88,2,6,12,18,13,31,44,16,18,7,9,2,86,87.7,87.7,98.0,111.7,3IN4,R.Gomes,C.Smith,A.Jefferson,M.Miller,R.Foye,,Brian Forte,190.5,7,190.5,190.5/192/192.5,192,320,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,LA Clippers,Road,26,31,20,20,9,14,,,120,290,47,100,8,17,18,21,14,36,50,23,22,6,9,4,120,100.2,82.9,119.8,111.8,3+,A.Thornton,Z.Randolph,M.Camby,E.Gordon,B.Davis,Dick Bavetta,Rodney Mott,9.5,9.5,188,188/187.5,189,350,,,
2008-2009 Regular Season,12/12/08,Portland,Home,32,22,29,14,9,6,,,112,290,43,102,6,20,20,26,19,31,50,28,17,4,10,8,112,100.2,82.9,111.8,119.8,3IN4-B2B,N.Batum,L.Aldridge,G.Oden,B.Roy,S.Blake,,Mark Lindsay,188,-9.5,188,-9.5/-9-05,-8.5-05,-450,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Houston,Road,31,30,31,27,,,,,119,240,41,88,7,17,30,32,13,39,52,26,22,3,15,4,119,100.5,100.5,118.4,107.4,2,S.Battier,L.Scola,Y.Ming,T.McGrady,R.Alston,Tom Washington,Ed Malloy,-2.5,-2.5,217,-3.5-05/-3-05/-2.5-05,-1.5-05,-145,,,
2008-2009 Regular Season,12/12/08,Golden State,Home,29,21,25,33,,,,,108,240,43,107,4,22,18,25,23,27,50,23,27,9,10,10,108,100.5,100.5,107.4,118.4,1,A.Morrow,S.Jackson,A.Biedrins,J.Crawford,C.Watson,,Sean Wright,217,2.5,217,217u15/216.5u10/217,215,125,,Boxscore,Odds
2008-2009 Regular Season,12/12/08,Sacramento,Road,27,25,20,31,,,,,103,240,37,79,6,19,23,32,8,31,39,24,30,7,16,4,103,98.8,98.8,104.2,113.3,2,J.Salmons,S.Hawes,B.Miller,F.Garcia,B.Udrih,Violet Palmer,Greg Willard,16.5,16.5,215,,215,3000,,,
2008-2009 Regular Season,12/12/08,LA Lakers,Home,33,19,32,28,,,,,112,240,42,84,7,15,21,35,10,36,46,23,24,7,11,4,112,98.8,98.8,113.3,104.2,3IN4,L.Walton,P.Gasol,A.Bynum,K.Bryant,D.Fisher,,Curtis Blair,215,-16.5,215,-16.5/-16.5-05/-16-05,-16.5-05,-4000,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Cleveland,Road,24,14,28,26,,,,,92,240,34,82,5,22,19,23,13,21,34,21,24,7,5,3,92,79.4,79.4,115.9,122.2,4IN5-B2B,L.James,B.Wallace,A.Varejao,D.West,M.Williams,Mike Callahan,Scott Wall,-5,-5,192.5,-5/-4/-4-15,-4.5,-180,,,
2008-2009 Regular Season,12/13/08,Atlanta,Home,31,16,21,29,,,,,97,240,30,63,6,21,31,39,11,29,40,18,19,1,12,5,97,79.4,79.4,122.2,115.9,4IN5-B2B,M.Williams,J.Smith,A.Horford,J.Johnson,M.Bibby,,Derek Richardson,192.5,5,192.5,186.5/187/187.5,187,160,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Detroit,Road,24,27,27,12,,,,,90,240,34,75,9,19,13,22,9,26,35,23,18,10,17,7,90,91.0,91.0,98.9,94.5,B2B,R.Hamilton,T.Prince,R.Wallace,A.Iverson,R.Stuckey,Bill Spooner,Bill Kennedy,-1.5,-1.5,196,-2/-1/-1.5,-1.5-15,-130,,,
2008-2009 Regular Season,12/13/08,Charlotte,Home,13,20,23,30,,,,,86,240,33,80,2,13,18,22,13,36,49,17,21,7,18,4,86,91.0,91.0,94.5,98.9,3IN4,G.Wallace,B.Diaw,E.Okafor,R.Bell,R.Felton,,Haywoode Workman,196,1.5,196,186/186.5/184.5,184,110,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Washington,Road,20,20,25,24,,,,,89,240,34,83,7,23,14,21,13,24,37,21,27,4,15,3,89,91.1,91.1,97.7,114.2,1,C.Butler,A.Jamison,J.McGee,D.Stevenson,J.Dixon,Sean Corbin,Michael Smith,5.5,5.5,196.5,196/195/194,195.5,190,,,
2008-2009 Regular Season,12/13/08,Philadelphia,Home,25,26,28,25,,,,,104,240,38,74,2,12,26,35,10,36,46,24,14,6,13,2,104,91.1,91.1,114.2,97.7,3IN4-B2B,A.Iguodala,E.Brand,S.Dalembert,W.Green,A.Miller,,Mark Ayotte,196.5,-5.5,196.5,-5/-5.5/-6,-5.5,-230,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,New Jersey,Road,31,29,20,24,,,,,104,240,36,93,6,23,26,28,13,30,43,12,16,7,9,6,104,96.1,96.1,108.2,117.6,3IN4-B2B,B.Simmons,Y.Jianlian,B.Lopez,V.Carter,D.Harris,Dan Crawford,Luis Grillo,4.5,4.5,207,207/206.5/205.5,205,160,,,
2008-2009 Regular Season,12/13/08,Chicago,Home,22,28,25,38,,,,,113,240,43,92,6,15,21,22,12,37,49,22,22,5,9,13,113,96.1,96.1,117.6,108.2,B2B,L.Deng,D.Gooden,A.Gray,B.Gordon,D.Rose,,Leon Wood,207,-4.5,207,-4.5/-4,-4.5,-180,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Oklahoma City,Road,28,26,26,19,,,,,99,240,40,87,3,12,16,17,16,32,48,16,19,8,15,5,99,91.3,91.3,108.5,112.9,2,K.Durant,J.Green,J.Petro,D.Wilkins,R.Westbrook,Eddie Rush,Gary Zielinski,13,13,205,205u14/205u12/205u13,205u11,1150,,,
2008-2009 Regular Season,12/13/08,Dallas,Home,23,27,29,24,,,,,103,240,41,81,7,20,14,20,9,29,38,24,16,4,12,6,103,91.3,91.3,112.9,108.5,1,D.George,D.Nowitzki,E.Dampier,J.Barea,J.Kidd,,Matt Boland,205,-13,205,-13-03/-13-05/-13-07,-13,-1300,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Indiana,Road,24,22,37,20,,,,,103,240,37,83,6,17,23,28,11,24,35,19,24,9,17,2,103,98.6,98.6,104.5,122.8,3IN4-B2B,D.Granger,T.Murphy,R.Hibbert,M.Daniels,T.Ford,Tony Brothers,Jason Phillips,4.5,4.5,207.5,208/206.5/206,205.5,165,,,
2008-2009 Regular Season,12/13/08,Milwaukee,Home,33,31,22,35,,,,,121,240,43,84,8,20,27,30,11,33,44,25,24,9,16,5,121,98.6,98.6,122.8,104.5,2,R.Jefferson,L.Mbah a Moute,A.Bogut,M.Redd,L.Ridnour,,John Goble,207.5,-4.5,207.5,-4.5/-5,-4.5,-190,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Golden State,Road,22,29,23,31,,,,,105,240,40,97,7,18,18,24,9,31,40,22,15,12,14,5,105,108.4,108.4,96.8,113.4,3IN4-B2B,R.Kurz,S.Jackson,A.Biedrins,J.Crawford,C.Watson,Monty McCutchen,Tony Brown,14.5,14.5,226,227/227.5/228.5,230,1750,,,
2008-2009 Regular Season,12/13/08,Denver,Home,36,29,34,24,,,,,123,240,50,94,9,26,14,23,12,42,54,36,25,10,17,12,123,108.4,108.4,113.4,96.8,2,C.Anthony,K.Martin,N.Hilario,D.Jones,C.Billups,,Olandis Poole,226,-14.5,226,-14.5/-15.5/-15,-15.5,-2500,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Orlando,Road,25,21,34,23,,,,,103,240,36,75,14,27,17,23,11,22,33,18,25,13,18,5,103,90.5,90.5,113.8,103.9,B2B,H.Turkoglu,R.Lewis,M.Gortat,K.Bogans,J.Nelson,Tom Washington,Ed Malloy,4.5,4.5,198.5,199/200/201,201.5,320,,,
2008-2009 Regular Season,12/13/08,Utah,Home,26,30,12,26,,,,,94,240,33,76,8,18,20,29,16,29,45,25,23,11,22,4,94,90.5,90.5,103.9,113.8,1,C.Miles,P.Millsap,M.Okur,M.Almond,D.Williams,,Sean Wright,198.5,-4.5,198.5,-5/-7/-7.5,-8,-400,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,New York,Road,43,26,24,21,,,,,114,240,43,87,13,27,15,21,9,43,52,20,20,5,14,2,114,100.4,100.4,113.5,89.6,2,W.Chandler,A.Harrington,D.Lee,C.Duhon,N.Robinson,Jimmy Clark,Jack Nies,3,3,219,218.5/219/218.5,219,110,,,
2008-2009 Regular Season,12/13/08,Sacramento,Home,21,24,26,19,,,,,90,240,36,98,3,23,15,19,14,34,48,18,18,8,12,5,90,100.4,100.4,89.6,113.5,B2B,J.Salmons,S.Hawes,B.Miller,F.Garcia,B.Udrih,,Mark Wunderlich,219,-3,219,-2/-1.5/-1,-1.5,-130,,Boxscore,Odds
2008-2009 Regular Season,12/13/08,Houston,Road,22,26,16,18,,,,,82,240,31,87,5,21,15,19,13,31,44,22,17,5,11,2,82,89.0,89.0,92.1,106.7,B2B,S.Battier,L.Scola,Y.Ming,T.McGrady,R.Alston,Ken Mauer,Bennie Adams,-4.5,-4.5,192,-4.5-08/-4.5/-5,-4,-175,,,
2008-2009 Regular Season,12/13/08,LA Clippers,Home,28,17,25,25,,,,,95,240,39,83,3,15,14,21,15,34,49,18,17,8,13,12,95,89.0,89.0,106.7,92.1,B2B,A.Thornton,Z.Randolph,M.Camby,E.Gordon,B.Davis,,Derrick Collins,192,4.5,192,192u10/192u15/192,191,155,,Boxscore,Odds
2008-2009 Regular Season,12/14/08,New Orleans,Road,22,29,29,19,,,,,99,240,36,75,12,33,15,16,7,31,38,25,21,3,9,3,99,83.5,83.5,118.5,108.9,1,P.Stojakovic,D.West,H.Armstrong,R.Butler,C.Paul,Bennett Salvatore,Courtney Kirkland,-2,-2,192.5,-2.5/-3/-2.5,-2,-135,,,
2008-2009 Regular Season,12/14/08,Toronto,Home,24,22,26,19,,,,,91,240,31,77,8,24,21,24,9,26,35,24,17,4,10,2,91,83.5,83.5,108.9,118.5,1,J.Moon,C.Bosh,J.ONeal,J.Kapono,J.Calderon,,Brian Forte,192.5,2,192.5,192/194/194.5,195,115,,Boxscore,Odds
2008-2009 Regular Season,12/14/08,Miami,Road,22,24,20,20,,,,,86,240,32,88,8,26,14,18,17,30,47,16,22,3,9,6,86,83.1,83.1,103.5,122.8,1,S.Marion,Y.Diawara,J.Anthony,D.Wade,M.Chalmers,James Capers,Leroy Richardson,-1,-1,194,-1.5/-2/-1.5,-2,-130,,,
2008-2009 Regular Season,12/14/08,Memphis,Home,25,21,35,21,,,,,102,240,34,73,8,13,26,31,8,30,38,19,17,5,7,10,102,83.1,83.1,122.8,103.5,1,R.Gay,D.Arthur,D.Milicic,O.Mayo,K.Lowry,,Derrick Stafford,194,1,194,193.5/193/192.5,193.5,110,,Boxscore,Odds
2008-2009 Regular Season,12/14/08,Oklahoma City,Road,19,25,25,35,,,,,104,240,44,85,6,17,10,12,8,29,37,19,22,5,10,6,104,91.2,91.2,114.0,119.5,B2B,K.Durant,J.Green,J.Petro,D.Wilkins,R.Westbrook,Kevin Fehr,Scott Foster,15.5,15.5,197.5,196.5/196/195.5,197,2800,,,
2008-2009 Regular Season,12/14/08,San Antonio,Home,39,23,21,26,,,,,109,240,41,80,9,23,18,25,7,30,37,28,13,3,10,3,109,91.2,91.2,119.5,114.0,1,M.Finley,T.Duncan,M.Bonner,R.Mason,T.Parker,,Phil Robinson,197.5,-15.5,197.5,-16+04/-15.5-05/-15.5,-16.5,-4000,,Boxscore,Odds
2008-2009 Regular Season,12/14/08,Minnesota,Road,18,19,25,24,,,,,86,240,30,83,8,21,18,24,16,37,53,23,22,5,17,5,86,92.6,92.6,92.9,105.8,1,R.Gomes,C.Smith,A.Jefferson,M.Miller,R.Foye,Dick Bavetta,Rodney Mott,15.5,15.5,208.5,209.5o10/208.5/209,209.5,1650,,,
2008-2009 Regular Season,12/14/08,LA Lakers,Home,20,22,27,29,,,,,98,240,38,85,5,15,17,19,9,37,46,26,17,8,10,7,98,92.6,92.6,105.8,92.9,1,L.Walton,P.Gasol,A.Bynum,K.Bryant,D.Fisher,,Mark Lindsay,208.5,-15.5,208.5,-15.5-05,-15.5,-2450,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Charlotte,Road,27,21,20,11,,,,,79,240,31,80,5,16,12,16,4,29,33,21,20,3,6,2,79,83.8,83.8,94.3,99.0,1,G.Wallace,B.Diaw,E.Okafor,R.Bell,R.Felton,Joe Forte,Michael Smith,7.5,7.5,181.5,184/184.5/185,185.5,340,,,
2008-2009 Regular Season,12/15/08,Atlanta,Home,23,19,26,15,,,,,83,240,35,77,3,20,10,17,11,36,47,24,20,2,9,8,83,83.8,83.8,99.0,94.3,3IN4,M.Williams,J.Smith,A.Horford,J.Johnson,M.Bibby,,Matt Boland,181.5,-7.5,181.5,-7.5/-8.5/-9,-8.5,-440,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,New Jersey,Road,20,26,17,31,,,,,94,240,32,84,8,21,22,28,18,36,54,17,22,6,13,6,94,86.3,86.3,108.9,100.8,3IN4,B.Simmons,Y.Jianlian,B.Lopez,V.Carter,D.Harris,Jimmy Clark,Sean Corbin,5,5,202,202/203/202.5,203.5,160,,,
2008-2009 Regular Season,12/15/08,Toronto,Home,28,18,24,17,,,,,87,240,28,70,9,21,22,28,7,31,38,19,24,4,11,7,87,86.3,86.3,100.8,108.9,3IN4-B2B,J.Moon,C.Bosh,J.ONeal,J.Kapono,J.Calderon,,David Guthrie,202,-5,202,-4.5/-4/-5,-4.5,-180,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Indiana,Road,33,29,25,31,,,,,118,240,46,97,4,17,22,28,23,32,55,25,24,12,10,3,118,96.0,96.0,122.9,102.1,3IN4,D.Granger,T.Murphy,R.Hibbert,M.Daniels,T.Ford,Joe Crawford,Gary Zielinski,2,2,210,210/211/211.5,212,100,,,
2008-2009 Regular Season,12/15/08,Washington,Home,27,21,35,15,,,,,98,240,34,81,7,23,23,31,11,30,41,21,22,5,17,7,98,96.0,96.0,102.1,122.9,1,C.Butler,A.Jamison,A.Blatche,D.Stevenson,J.Dixon,,Eric Dalen,210,-2,210,-1.5/-1/-1.5,-1,-110,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Utah,Road,16,27,22,26,,,,,91,240,34,74,3,13,20,29,7,23,30,23,30,11,18,6,91,95.4,95.4,95.4,104.8,1,C.Miles,P.Millsap,M.Okur,R.Brewer,D.Williams,Dan Crawford,Ron Olesiak,8.5,8.5,193.5,193/192/191.5,191,450,,,
2008-2009 Regular Season,12/15/08,Boston,Home,28,15,26,31,,,,,100,240,33,67,3,6,31,41,12,38,50,20,23,9,23,3,100,95.4,95.4,104.8,95.4,2,P.Pierce,K.Garnett,K.Perkins,R.Allen,R.Rondo,,Courtney Kirkland,193.5,-8.5,193.5,-9/-8.5/-9.5,-10,-600,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Milwaukee,Road,27,29,21,21,,,,,98,240,36,80,8,19,18,21,12,33,45,21,16,4,9,1,98,84.4,84.4,116.1,98.3,1,R.Jefferson,L.Mbah a Moute,A.Bogut,M.Redd,L.Ridnour,Kevin Fehr,Bill Spooner,5,5,197,197/197.5/198,197.5,140,,,
2008-2009 Regular Season,12/15/08,Miami,Home,18,18,29,18,,,,,83,240,31,70,8,20,13,19,6,29,35,19,20,7,14,5,83,84.4,84.4,98.3,116.1,3IN4-B2B,S.Marion,U.Haslem,J.Anthony,D.Wade,M.Chalmers,,Bill Kennedy,197,-5,197,-5/-4.5/-4,-3.5,-160,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Denver,Road,27,29,19,23,,,,,98,240,36,78,10,19,16,21,5,40,45,22,23,8,14,8,98,93.1,93.1,105.3,94.5,1,C.Anthony,K.Martin,N.Hilario,D.Jones,C.Billups,Joe DeRosa,Phil Robinson,2,2,209,209/209.5,210.5,120,,,
2008-2009 Regular Season,12/15/08,Dallas,Home,15,28,28,17,,,,,88,240,29,83,10,30,20,24,13,35,48,20,15,8,13,7,88,93.1,93.1,94.5,105.3,1,D.George,D.Nowitzki,E.Dampier,J.Barea,J.Kidd,,Marc Davis,209,-2,209,-2/-1.5/-2,-2.5,-140,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,New York,Road,21,30,30,22,,,,,103,240,40,97,5,37,18,23,11,38,49,20,26,8,12,4,103,102.4,102.4,100.5,108.4,1,W.Chandler,A.Harrington,D.Lee,Q.Richardson,C.Duhon,Greg Willard,Leon Wood,9,9,223,224.5/225/225.5,226,330,,,
2008-2009 Regular Season,12/15/08,Phoenix,Home,32,30,29,20,,,,,111,240,39,87,9,22,24,33,13,39,52,20,17,4,13,4,111,102.4,102.4,108.4,100.5,2,G.Hill,A.Stoudemire,S.ONeal,J.Richardson,S.Nash,,Curtis Blair,223,-9,223,-8/-8.5/-8,-8.5,-420,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Minnesota,Road,26,24,17,36,,,,,103,240,36,86,6,17,25,34,13,33,46,13,23,3,15,5,103,101.2,101.2,101.7,116.6,3IN4-B2B,R.Gomes,C.Smith,A.Jefferson,M.Miller,R.Foye,Monty McCutchen,Tony Brown,4,4,203,202/200/199.5,200,160,,,
2008-2009 Regular Season,12/15/08,Sacramento,Home,20,33,33,32,,,,,118,240,43,85,10,23,22,29,5,31,36,26,25,6,13,9,118,101.2,101.2,116.6,101.7,3IN4,J.Salmons,S.Hawes,B.Miller,F.Garcia,B.Udrih,,Olandis Poole,203,-4,203,-4.5-08/-4.5/-4,-4.5,-180,,Boxscore,Odds
2008-2009 Regular Season,12/15/08,Orlando,Road,21,25,31,32,,,,,109,240,45,94,10,20,9,13,14,37,51,26,22,9,13,5,109,97.2,97.2,112.2,100.9,3IN4,H.Turkoglu,R.Lewis,M.Gortat,K.Bogans,J.Nelson,Ron Garretson,Violet Palmer,-1.5,-1.5,221.5,-3.5/-4/-3.5,-4,-170,,,
2008-2009 Regular Season,12/15/08,Golden State,Home,20,20,27,31,,,,,98,240,38,91,5,18,17,23,16,32,48,19,12,7,15,3,98,97.2,97.2,100.9,112.2,3IN4,K.Azubuike,S.Jackson,A.Biedrins,J.Crawford,C.Watson,,Pat Fraher,221.5,1.5,221.5,221.5u10/221.5u07/221.5,221,150,,Boxscore,Odds
2008-2009 Regular Season,12/16/08,Chicago,Road,25,20,18,31,7,,,,101,265,41,91,5,15,14,19,11,35,46,27,29,5,10,3,101,96.3,87.2,104.9,114.2,2,L.Deng,D.Gooden,A.Gray,B.Gordon,D.Rose,Eddie Rush,Bennie Adams,-2,-2,189.5,-2-05/-2/-2.5,-3,-155,,,
2008-2009 Regular Season,12/16/08,Charlotte,Home,16,26,25,27,16,,,,110,265,36,81,6,13,32,43,11,32,43,22,20,7,11,10,110,96.3,87.2,114.2,104.9,3IN4-B2B,J.Howard,E.Okafor,R.Bell,R.Felton,R.Hollins,,Eli Roe,189.5,2,189.5,187.5/187/187.5,188,135,,Boxscore,Odds
2008-2009 Regular Season,12/16/08,New Orleans,Road,26,23,12,30,,,,,91,240,26,62,10,20,29,38,4,27,31,15,21,8,15,8,91,86.7,86.7,105.0,96.9,1,P.Stojakovic,D.West,T.Chandler,R.Butler,C.Paul,David Jones,Mark Wunderlich,-4.5,-4.5,192,-7/-6.5/-7,-7.5,-320,,,
2008-2009 Regular Season,12/16/08,Memphis,Home,11,31,18,24,,,,,84,240,33,69,4,16,14,19,7,30,37,12,26,7,17,7,84,86.7,86.7,96.9,105.0,1,R.Gay,D.Milicic,M.Gasol,O.Mayo,K.Lowry,,Tommy Nunez Jr.,192,4.5,192,192/193/193.5,194,260,,Boxscore,Odds
2008-2009 Regular Season,12/16/08,LA Clippers,Road,28,22,20,28,,,,,98,240,39,85,6,19,14,18,12,31,43,19,20,10,15,1,98,93.9,93.9,104.4,93.7,2,A.Thornton,Z.Randolph,M.Camby,E.Gordon,B.Davis,Luis Grillo,Leroy Richardson,-4.5,-4.5,198,-4.5/-5/-4.5,-5,-200,,,
2008-2009 Regular Season,12/16/08,Oklahoma City,Home,16,32,17,23,,,,,88,240,36,79,2,9,14,24,14,31,45,25,17,10,20,6,88,93.9,93.9,93.7,104.4,3IN4,K.Durant,J.Green,J.Petro,D.Wilkins,R.Westbrook,,Derrick Stafford,198,4.5,198,198o12/199o07/199,199.5,170,,Boxscore,Odds
2008-2009 Regular Season,12/16/08,Denver,Road,25,36,18,17,,,,,96,240,37,82,10,22,12,17,16,19,35,20,18,5,13,0,96,82.8,82.8,116.0,130.5,3IN4-B2B,C.Anthony,K.Martin,N.Hilario,D.Jones,C.Billups,James Capers,Bennett Salvatore,3,3,200,199.5/199/200,201,150,,,
2008-2009 Regular Season,12/16/08,Houston,Home,30,26,29,23,,,,,108,240,42,76,11,24,13,17,10,28,38,26,20,6,11,7,108,82.8,82.8,130.5,116.0,2,S.Battier,L.Scola,Y.Ming,T.McGrady,A.Brooks,,John Goble,200,-3,200,-3+02/-3-05/-3,-4,-170,,Boxscore,Odds
