DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2011-2012 Regular Season,12/26/11,Detroit,Road,17,21,20,21,,,,,79,240,27,75,7,19,18,21,9,31,40,17,19,5,16,8,79,87.6,87.6,90.1,103.8,3+,T.Prince,J.Jerebko,G.Monroe,R.Stuckey,B.Gordon,Ken Mauer,Leroy Richardson,196,7.5,196,93 / 192.5 / 192,192.5,305,95,,
2011-2012 Regular Season,12/26/11,Indiana,Home,26,26,24,15,,,,,91,240,32,87,7,15,20,25,18,35,53,20,20,9,11,9,91,87.6,87.6,103.8,90.1,3+,D.Granger,D.West,R.Hibbert,P.George,D.Collison,,Courtney Kirkland,-7.5,-7.5,196,7.5  / -8 -05 / -8,-7.5,-370,-0.5,Boxscore,Odds
2011-2012 Regular Season,12/26/11,Houston,Road,23,27,23,22,,,,,95,240,36,82,6,27,17,20,11,30,41,26,17,4,10,5,95,88.8,88.8,107.0,117.2,3+,C.Budinger,L.Scola,J.Hill,K.Martin,K.Lowry,Dan Crawford,Scott Wall,200u10,5,200,96.5 / 195.5 / 195,194.5,220,95,,
2011-2012 Regular Season,12/26/11,Orlando,Home,27,26,24,27,,,,,104,240,44,83,9,22,7,10,6,29,35,19,15,1,11,4,104,88.8,88.8,117.2,107.0,B2B,H.Turkoglu,R.Anderson,D.Howard,J.Richardson,J.Nelson,,Kane Fitzgerald,-5  EVEN,-5,200,5  / -5.5  / -6,-6.5,-260,-3,Boxscore,Odds
2011-2012 Regular Season,12/26/11,New Jersey,Road,13,24,29,24,,,,,90,240,34,84,6,24,16,20,19,39,58,16,26,7,16,2,90,88.9,88.9,101.2,94.5,3+,D.James,K.Humphries,J.Petro,A.Morrow,D.Williams,James Capers,David Jones,190.5u10,4.5,190.5,90.5 / 190 / 189.5,189,140,92.5,,
2011-2012 Regular Season,12/26/11,Washington,Home,26,19,22,17,,,,,84,240,31,74,1,8,21,34,9,29,38,11,17,7,12,7,84,88.9,88.9,94.5,101.2,3+,R.Lewis,A.Blatche,J.McGee,J.Crawford,J.Wall,,Karl Lane,-4.5 -05,-4.5,190.5,4.5 -05 / -4.5,-3.5,-160,0.5,Boxscore,Odds
2011-2012 Regular Season,12/26/11,Oklahoma City,Road,23,29,26,26,,,,,104,240,35,78,5,16,29,31,8,34,42,18,26,6,17,5,104,97.7,97.7,106.4,102.3,B2B,K.Durant,S.Ibaka,K.Perkins,T.Sefolosha,R.Westbrook,Derrick Stafford,Sean Wright,-5 -05,-5,210,5 -05 / -5 -07,-5.5,-220,-2,,
2011-2012 Regular Season,12/26/11,Minnesota,Home,24,22,26,28,,,,,100,240,39,87,3,22,19,26,10,30,40,22,24,4,12,2,100,97.7,97.7,102.3,106.4,3+,M.Beasley,K.Love,D.Milicic,W.Johnson,L.Ridnour,,James Williams,210,5,210,06 / 205.5 / 206,206.5,180,101,Boxscore,Odds
2011-2012 Regular Season,12/26/11,Denver,Road,32,37,28,18,,,,,115,240,39,79,10,27,27,34,10,37,47,18,18,15,15,3,115,99.3,99.3,115.8,93.7,3+,D.Gallinari,N.Hilario,T.Mozgov,A.Afflalo,T.Lawson,Bill Kennedy,David Guthrie,204o10,4,204,02 / 201.5 / 202,200.5,175,97,,
2011-2012 Regular Season,12/26/11,Dallas,Home,23,19,26,25,,,,,93,240,32,76,8,27,21,27,5,32,37,19,28,11,20,3,93,99.3,99.3,93.7,115.8,B2B,S.Marion,D.Nowitzki,B.Haywood,D.West,J.Kidd,,Nick Buchert,-4 -05,-4,204,4.5  / -5  / -4.5,-5,-210,-8.5 -05,Boxscore,Odds
2011-2012 Regular Season,12/26/11,Memphis,Road,22,22,14,24,,,,,82,240,34,73,3,7,11,19,9,33,42,18,25,9,25,2,82,94.6,94.6,86.7,100.4,3+,R.Gay,Z.Randolph,M.Gasol,T.Allen,M.Conley,Scott Foster,Tony Brown,195,5.5,195,95 / 194 / 193.5,193,170,96,,
2011-2012 Regular Season,12/26/11,San Antonio,Home,14,29,29,23,,,,,95,240,35,88,10,33,15,22,12,25,37,23,20,13,13,5,95,94.6,94.6,100.4,86.7,3+,R.Jefferson,T.Duncan,D.Blair,M.Ginobili,T.Parker,,Josh Tiven,-5.5  EVEN,-5.5,195,5.5 EVEN / -5.5 -02 / -5.5,-5,-200,-4,Boxscore,Odds
2011-2012 Regular Season,12/26/11,New Orleans,Road,23,24,15,23,,,,,85,240,35,79,2,16,13,21,12,35,47,10,22,9,13,5,85,89.0,89.0,95.5,94.4,3+,T.Ariza,C.Landry,E.Okafor,E.Gordon,M.Belinelli,Tony Brothers,Greg Willard,194,7,194,93 / 192.5 / 193,192,230,94.5,,
2011-2012 Regular Season,12/26/11,Phoenix,Home,20,21,24,19,,,,,84,240,32,81,5,25,15,19,12,33,45,23,24,9,15,3,84,89.0,89.0,94.4,95.5,3+,G.Hill,C.Frye,M.Gortat,J.Dudley,S.Nash,,Tommy Nunez Jr.,-7 -05,-7,194,7.5  / -7  / -6.5,-6,-270,-5 -05,Boxscore,Odds
2011-2012 Regular Season,12/26/11,Philadelphia,Road,15,29,28,31,,,,,103,240,40,83,8,19,15,19,9,38,47,21,25,6,20,7,103,100.0,100.0,103.0,107.0,3+,A.Iguodala,E.Brand,S.Hawes,J.Meeks,J.Holiday,Derek Richardson,Bennie Adams,188,4,188,88.5 / 188 / 187.5,187,170,93,,
2011-2012 Regular Season,12/26/11,Portland,Home,26,22,29,30,,,,,107,240,40,97,9,19,18,23,17,33,50,24,19,11,12,6,107,100.0,100.0,107.0,103.0,3+,G.Wallace,L.Aldridge,M.Camby,W.Matthews,R.Felton,,Gary Zielinski,-4 -02,-4,188,4 -02 / -4  / -4.5,-5,-200,-2,Boxscore,Odds
2011-2012 Regular Season,12/26/11,LA Lakers,Road,20,20,24,27,,,,,91,240,37,88,1,16,16,19,16,29,45,21,25,6,11,6,91,88.8,88.8,102.5,112.6,B2B,D.Ebanks,J.McRoberts,P.Gasol,K.Bryant,D.Fisher,Ron Garretson,Mark Ayotte,-3  EVEN,-3,198.5,3  / -2.5  / -3,-3.5,-165,-4.5,,
2011-2012 Regular Season,12/26/11,Sacramento,Home,21,28,29,22,,,,,100,240,35,75,9,18,21,35,10,30,40,16,19,4,12,6,100,88.8,88.8,112.6,102.5,3+,J.Salmons,C.Hayes,D.Cousins,M.Thornton,T.Evans,,Scott Twardoski,198.5,3,198.5,94.5 / 194 / 194.5,193.5,145,96,Boxscore,Odds
2011-2012 Regular Season,12/26/11,Chicago,Road,22,19,20,30,,,,,91,240,34,82,8,24,15,22,14,33,47,16,21,3,20,3,91,92.9,92.9,98.0,106.6,B2B,L.Deng,C.Boozer,J.Noah,R.Hamilton,D.Rose,Ed Malloy,Eric Lewis,-7  EVEN,-7,196,7 EVEN / -6.5  / -7,-6.5,-280,-7.5,,
2011-2012 Regular Season,12/26/11,Golden State,Home,30,27,21,21,,,,,99,240,36,77,4,15,23,31,7,29,36,22,19,16,10,5,99,92.9,92.9,106.6,98.0,B2B,D.Wright,D.Lee,A.Biedrins,M.Ellis,S.Curry,,Tre Maddox,196,7,196,91.5 / 191 / 191.5,190.5,240,95,Boxscore,Odds
2011-2012 Regular Season,12/27/11,Atlanta,Road,28,24,25,29,,,,,106,240,38,86,12,23,18,21,17,34,51,23,23,11,13,4,106,88.0,88.0,120.5,79.6,3+,M.Williams,J.Smith,A.Horford,J.Johnson,J.Teague,Kevin Fehr,Bill Spooner,-4.5 -05,-4.5,182.5,4 -05 / -4.5  / -5,-4.5,-180,+3.5 -15,,
2011-2012 Regular Season,12/27/11,New Jersey,Home,11,19,25,15,,,,,70,240,22,71,5,24,21,26,9,27,36,9,22,5,18,5,70,88.0,88.0,79.6,120.5,B2B,D.James,K.Humphries,J.Petro,A.Morrow,D.Williams,,Matt Boland,182.5u10,4.5,182.5,78.5 / 178 / 178.5,177.5,160,87,Boxscore,Odds
2011-2012 Regular Season,12/27/11,Boston,Road,27,27,29,24,,,,,107,240,37,72,12,19,21,27,4,24,28,20,27,9,24,3,107,102.3,102.3,104.6,112.4,1,S.Pavlovic,K.Garnett,J.O`Neal,R.Allen,R.Rondo,Dick Bavetta,Dan Crawford,187o10,10,187,87o07 / 187 / 186.5,187,450,94.5,,
2011-2012 Regular Season,12/27/11,Miami,Home,30,39,22,24,,,,,115,240,42,75,6,10,25,35,6,32,38,22,22,16,20,8,115,102.3,102.3,112.4,104.6,1,L.James,C.Bosh,J.Anthony,D.Wade,M.Chalmers,,Olandis Poole,-10,-10,187,10  / -9.5  / -9,-9.5,-600,-1.5,Boxscore,Odds
2011-2012 Regular Season,12/27/11,Minnesota,Road,30,18,20,27,,,,,95,240,28,70,6,14,33,45,16,38,54,14,24,6,26,0,95,97.5,97.5,97.5,100.6,B2B,M.Beasley,K.Love,D.Milicic,W.Johnson,L.Ridnour,Monty McCutchen,Pat Fraher,190.5,6,190.5,91.5 / 192 / 192.5,193,180,97,,
2011-2012 Regular Season,12/27/11,Milwaukee,Home,32,28,19,19,,,,,98,240,40,94,2,16,16,20,16,29,45,24,28,13,12,5,98,97.5,97.5,100.6,97.5,B2B,M.Dunleavy,E.Ilyasova,A.Bogut,S.Jackson,B.Jennings,,Eric Dalen,-6 -05,-6,190.5,5  / -5.5  / -6,-5.5,-220,+1 -15,Boxscore,Odds
2011-2012 Regular Season,12/27/11,Sacramento,Road,25,21,19,14,,,,,79,240,31,82,3,16,14,22,14,28,42,11,27,1,20,4,79,90.8,90.8,87.0,111.2,B2B,J.Salmons,C.Hayes,D.Cousins,M.Thornton,T.Evans,Ed Malloy,Eric Lewis,194.5,8,194.5,96.5 / 197 / 197.5,196.5,320,98,,
2011-2012 Regular Season,12/27/11,Portland,Home,23,23,28,27,,,,,101,240,38,85,3,18,22,28,15,29,44,25,23,6,10,8,101,90.8,90.8,111.2,87.0,B2B,G.Wallace,L.Aldridge,M.Camby,W.Matthews,R.Felton,,Curtis Blair,-8,-8,194.5,8  / -7.5  / -8,-8.5,-400,-6 -05,Boxscore,Odds
2011-2012 Regular Season,12/27/11,Utah,Road,17,14,15,25,,,,,71,240,29,90,1,13,12,17,18,28,46,20,28,6,10,6,71,85.0,85.0,83.5,112.9,3+,G.Hayward,D.Favors,A.Jefferson,R.Bell,D.Harris,Tom Washington,Brian Forte,187u10,5,187,86.5 / 187 / 187.5,188.5,200,93,,
2011-2012 Regular Season,12/27/11,LA Lakers,Home,18,23,30,25,,,,,96,240,30,71,6,16,30,37,11,35,46,17,21,8,12,9,96,85.0,85.0,112.9,83.5,B2B2B,D.Ebanks,J.McRoberts,P.Gasol,K.Bryant,D.Fisher,,John Goble,-5 -05,-5,187,4  / -4.5  / -5,-5.5,-240,PK -15,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Indiana,Road,18,20,25,27,,,,,90,240,32,81,7,16,19,22,12,29,41,20,16,10,16,2,90,90.9,90.9,99.0,93.5,1,D.Granger,D.West,R.Hibbert,P.George,D.Collison,Mike Callahan,David Jones,-2.5 -05,-2.5,193.5,3.5  / -4  / -3.5,-4,-175,-1.5,,
2011-2012 Regular Season,12/28/11,Toronto,Home,11,23,21,30,,,,,85,240,36,79,6,15,7,13,10,29,39,21,25,13,19,5,85,90.9,90.9,93.5,99.0,1,R.Butler,A.Bargnani,A.Johnson,D.DeRozan,J.Calderon,,Eli Roe,193.5,2.5,193.5,94.5 / 194 / 193.5,193,155,95,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Miami,Road,20,25,24,27,,,,,96,240,36,78,1,6,23,28,5,25,30,19,17,7,10,10,96,93.6,93.6,102.6,101.5,3IN4-B2B,L.James,C.Bosh,J.Anthony,D.Wade,M.Chalmers,James Capers,Derrick Collins,-10.5 -05,-10.5,186,10.5  / -10  / -10.5,-11,-820,-12,,
2011-2012 Regular Season,12/28/11,Charlotte,Home,32,28,10,25,,,,,95,240,39,82,7,18,10,16,15,38,53,22,22,5,22,9,95,93.6,93.6,101.5,102.6,1,C.Maggette,D.White,B.Diaw,G.Henderson,D.Augustin,,JT Orr,186u10,10.5,186,92 / 192.5 / 193,194,610,97.5,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Washington,Road,17,25,22,19,,,,,83,240,30,77,6,16,17,22,6,26,32,16,24,10,18,3,83,93.3,93.3,89.0,108.3,1,R.Lewis,A.Blatche,J.McGee,J.Crawford,J.Wall,Violet Palmer,Jason Phillips,184.5,8.5,184.5,85 / 186 / 185.5,186,365,92.5,,
2011-2012 Regular Season,12/28/11,Atlanta,Home,26,29,30,16,,,,,101,240,32,75,9,23,28,35,11,34,45,21,21,6,15,5,101,93.3,93.3,108.3,89.0,B2B,M.Williams,J.Smith,A.Horford,J.Johnson,J.Teague,,Mark Lindsay,-8.5 -05,-8.5,184.5,9  / -8.5  / -9,-8.5,-465,-0.5,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Cleveland,Road,25,25,29,26,,,,,105,240,40,70,7,12,18,22,12,28,40,28,15,9,22,3,105,88.4,88.4,118.8,100.7,1,O.Casspi,A.Jamison,A.Varejao,A.Parker,K.Irving,Michael Smith,Derrick Stafford,189.5u10,6,189.5,87.5 / 187 / 188,187.5,200,92.5,,
2011-2012 Regular Season,12/28/11,Detroit,Home,23,16,30,20,,,,,89,240,36,81,9,21,8,11,10,16,26,16,21,11,17,1,89,88.4,88.4,100.7,118.8,1,T.Prince,J.Jerebko,G.Monroe,B.Gordon,R.Stuckey,,Brent Barnaky,-6 -05,-6,189.5,6 -05 / -6,-5.5,-240,-5.5,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Oklahoma City,Road,23,31,18,26,,,,,98,240,29,77,10,25,30,38,12,29,41,16,24,4,11,8,98,89.1,89.1,109.9,106.6,3IN4,K.Durant,S.Ibaka,K.Perkins,T.Sefolosha,R.Westbrook,Ken Mauer,Leroy Richardson,-1 -05,-1,194,1  / -1.5  / PK,-1,104,+0.5 -05,,
2011-2012 Regular Season,12/28/11,Memphis,Home,20,29,21,25,,,,,95,240,34,87,2,16,25,33,19,30,49,13,22,5,12,6,95,89.1,89.1,106.6,109.9,1,R.Gay,Z.Randolph,M.Gasol,T.Allen,M.Conley,,Kane Fitzgerald,194,1,194,93 / 192.5 / 192,192.5,-115,94.5,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Boston,Road,18,21,24,15,,,,,78,240,29,78,7,17,13,18,13,24,37,16,22,4,13,12,78,85.0,85.0,91.8,114.1,3IN4-B2B,S.Pavlovic,K.Garnett,J.O`Neal,R.Allen,R.Rondo,Scott Foster,Tony Brown,-2 -05,-2,176.5,2.5  / -3  / -4,-4.5,-180,-5,,
2011-2012 Regular Season,12/28/11,New Orleans,Home,24,24,24,25,,,,,97,240,36,79,4,12,21,25,12,36,48,16,20,7,12,12,97,85.0,85.0,114.1,91.8,1,T.Ariza,C.Landry,E.Okafor,M.Belinelli,J.Jack,,Josh Tiven,176.5,2,176.5,75.5 / 176 / 175,174.5,160,86,Boxscore,Odds
2011-2012 Regular Season,12/28/11,LA Clippers,Road,19,35,17,19,,,,,90,240,29,74,7,20,25,33,10,20,30,17,17,8,12,5,90,91.0,91.0,98.9,126.4,2,C.Butler,B.Griffin,D.Jordan,C.Billups,C.Paul,Rodney Mott,Bill Kennedy,194.5o07,4,194.5,94.5 / 196 / 197.5,198,170,99,,
2011-2012 Regular Season,12/28/11,San Antonio,Home,26,32,38,19,,,,,115,240,45,80,10,19,15,15,7,36,43,27,23,3,17,1,115,91.0,91.0,126.4,98.9,1,R.Jefferson,T.Duncan,D.Blair,M.Ginobili,T.Parker,,Nick Buchert,-4 -05,-4,194.5,4.5  / -4  / -4.5,-5,-200,-1 -15,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Utah,Road,23,23,20,34,,,,,100,240,38,79,7,16,17,25,8,31,39,25,23,10,22,3,100,102.4,102.4,97.6,114.2,B2B,G.Hayward,D.Favors,A.Jefferson,R.Bell,D.Harris,Ron Garretson,Bennie Adams,204,10,204,02 / 201.5 / 201,202,760,98.5,,
2011-2012 Regular Season,12/28/11,Denver,Home,28,35,25,29,,,,,117,240,46,86,6,19,19,26,12,33,45,29,20,17,18,3,117,102.4,102.4,114.2,97.6,1,D.Gallinari,N.Hilario,T.Mozgov,A.Afflalo,T.Lawson,,Scott Twardoski,-10,-10,204,11.5  / -12  / -11.5,-12.5,-1000,-2.5,Boxscore,Odds
2011-2012 Regular Season,12/28/11,Philadelphia,Road,25,23,32,23,,,,,103,240,41,86,7,17,14,18,12,36,48,22,19,11,12,2,103,90.9,90.9,113.3,91.3,1,A.Iguodala,E.Brand,S.Hawes,J.Meeks,J.Holiday,Tom Washington,Brian Forte,-1.5 -05,-1.5,196.5,2  / -1.5  / -1,-1.5,-130,+3.5 -15,,
2011-2012 Regular Season,12/28/11,Phoenix,Home,18,16,20,29,,,,,83,240,33,80,2,11,15,18,8,31,39,15,17,3,12,3,83,90.9,90.9,91.3,113.3,1,G.Hill,C.Frye,M.Gortat,J.Dudley,S.Nash,,John Goble,196.5,1.5,196.5,96.5 / 197 / 198,197.5,110,97.5,Boxscore,Odds
2011-2012 Regular Season,12/28/11,New York,Road,23,20,21,14,,,,,78,240,28,70,4,21,18,25,4,27,31,15,21,7,15,0,78,90.0,90.0,86.6,102.2,2,C.Anthony,A.Stoudemire,T.Chandler,T.Douglas,L.Fields,Tony Brothers,Greg Willard,-2.5,-2.5,202,4.5  / -5  / -5.5,-6,-260,-2 -20,,
2011-2012 Regular Season,12/28/11,Golden State,Home,21,16,27,28,,,,,92,240,35,77,6,16,16,24,11,36,47,20,17,12,16,4,92,90.0,90.0,102.2,86.6,3IN4,D.Wright,D.Lee,A.Biedrins,M.Ellis,I.Smith,,Tommy Nunez Jr.,202,2.5,202,07 / 206.5 / 209,208.5,220,103.5o15,Boxscore,Odds
2011-2012 Regular Season,12/29/11,New Jersey,Road,16,28,18,16,,,,,78,240,29,77,6,17,14,21,9,33,42,17,26,5,15,5,78,90.9,90.9,85.8,103.4,3IN4,D.James,K.Humphries,M.Okur,S.Gaines,D.Williams,Dick Bavetta,Olandis Poole,181,11.5,181,80.5 / 181.5 / 182,181,635,90.5,,
2011-2012 Regular Season,12/29/11,Orlando,Home,28,22,25,19,,,,,94,240,36,81,9,21,13,25,11,35,46,25,19,8,13,4,94,90.9,90.9,103.4,85.8,2,H.Turkoglu,R.Anderson,D.Howard,J.Richardson,J.Nelson,,Sean Wright,-11.5 -05,-11.5,181,12  / -11.5  / -11,-11.5,-875,-5,Boxscore,Odds
2011-2012 Regular Season,12/29/11,San Antonio,Road,18,17,24,26,,,,,85,240,35,93,2,17,13,20,22,24,46,12,10,4,12,7,85,86.8,86.8,97.9,121.0,3IN4-B2B,R.Jefferson,T.Duncan,D.Blair,M.Ginobili,T.Parker,Kevin Fehr,Ron Garretson,196u10,1,196,2.5  / -2  / -2.5,-3,-150,-6,,
2011-2012 Regular Season,12/29/11,Houston,Home,23,30,25,27,,,,,105,240,43,85,9,26,10,13,13,33,46,21,17,7,11,8,105,86.8,86.8,121.0,97.9,2,C.Budinger,L.Scola,J.Hill,K.Martin,K.Lowry,,Mark Ayotte,-1 -05,-1,196,99 / 198.5 / 199,197.5,130,97.5,Boxscore,Odds
2011-2012 Regular Season,12/29/11,Dallas,Road,29,23,24,26,,,,,102,240,38,90,9,26,17,21,14,24,38,25,24,14,12,1,102,94.9,94.9,107.5,109.6,2,S.Marion,D.Nowitzki,B.Haywood,D.West,J.Kidd,Joe Crawford,Scott Wall,196.5o10,7,196.5,96 / 196.5 / 196,195.5,190,95,,
2011-2012 Regular Season,12/29/11,Oklahoma City,Home,28,28,22,26,,,,,104,240,37,63,6,14,24,32,6,32,38,19,19,8,26,8,104,94.9,94.9,109.6,107.5,4IN5-B2B,K.Durant,S.Ibaka,K.Perkins,T.Sefolosha,R.Westbrook,,Zach Zarba,-7  EVEN,-7,196.5,6  / -5.5  / -5,-5.5,-230,-2,Boxscore,Odds
2011-2012 Regular Season,12/29/11,Denver,Road,17,36,26,23,,,,,102,240,35,87,4,20,28,33,3,27,30,17,20,16,7,2,102,104.2,104.2,97.9,106.5,3IN4-B2B,D.Gallinari,N.Hilario,T.Mozgov,A.Afflalo,T.Lawson,Eddie Rush,Pat Fraher,199u10,5.5,199,04 / 203 / 202.5,202,190,101,,
2011-2012 Regular Season,12/29/11,Portland,Home,30,23,30,28,,,,,111,240,41,79,8,20,21,23,7,43,50,20,25,3,25,9,111,104.2,104.2,106.5,97.9,3IN4,G.Wallace,L.Aldridge,M.Camby,W.Matthews,R.Felton,,Haywoode Workman,-5.5 -05,-5.5,199,5  / -5.5  / -6,-5.5,-230,-4 -05,Boxscore,Odds
2011-2012 Regular Season,12/29/11,Chicago,Road,30,30,25,23,,,,,108,240,43,80,6,12,16,21,8,33,41,25,27,6,18,5,108,95.5,95.5,113.1,102.6,2,L.Deng,C.Boozer,J.Noah,R.Hamilton,D.Rose,Leon Wood,Derek Richardson,-7.5 -05,-7.5,186.5,7.5  / -7  / -7.5,-8,-360,-2.5,,
2011-2012 Regular Season,12/29/11,Sacramento,Home,24,29,22,23,,,,,98,240,35,83,8,17,20,34,18,24,42,13,19,8,16,2,98,95.5,95.5,102.6,113.1,3IN4,J.Salmons,C.Hayes,D.Cousins,M.Thornton,T.Evans,,Gary Zielinski,186.5u10,7.5,186.5,86.5 / 187 / 187.5,188.5,300,93.5,Boxscore,Odds
2011-2012 Regular Season,12/29/11,New York,Road,24,27,21,10,,,,,82,240,21,67,6,22,34,41,9,23,32,15,20,11,13,6,82,88.6,88.6,92.6,111.8,B2B,C.Anthony,A.Stoudemire,T.Chandler,L.Fields,T.Douglas,Ed Malloy,Eric Lewis,198u10,4,198,95.5 / 196.5 / 196,195.5,150,97.5,,
