DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2010-2011 Regular Season,12/05/10,Phoenix,Home,28,36,31,30,,,,,125,240,47,81,8,21,23,35,14,29,43,30,14,8,15,2,125,97.1,97.1,128.8,111.2,3IN4,G.Hill,C.Frye,E.Barron,J.Richardson,S.Nash,,Tommy Nunez Jr.,-8.5  EVEN,-8.5,215,8.5 EVEN / -8 -05 / -8.5,-8,-375,-4.5,Boxscore,Odds
2010-2011 Regular Season,12/05/10,LA Clippers,Road,15,22,27,27,,,,,91,240,29,71,7,25,26,43,13,27,40,16,26,11,13,5,91,88.3,88.3,103.1,113.3,1,A.Aminu,B.Griffin,D.Jordan,E.Gordon,E.Bledsoe,Monty McCutchen,Pat Fraher,194,7.5,194,92.5 / 192 / 191.5,191,245,93.5u15,,
2010-2011 Regular Season,12/05/10,Portland,Home,30,29,17,24,,,,,100,240,31,78,7,13,31,36,17,30,47,16,27,10,16,1,100,88.3,88.3,113.3,103.1,1,W.Matthews,L.Aldridge,M.Camby,B.Roy,A.Miller,,Olandis Poole,-7.5 -05,-7.5,194,7.5  / -7  / -6.5,-6,-290,2.5,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Toronto,Road,18,26,23,33,,,,,100,240,42,100,6,18,10,15,18,27,45,16,23,8,18,2,100,102.4,102.4,97.6,121.0,3IN4-B2B,S.Weems,A.Johnson,A.Bargnani,D.DeRozan,J.Calderon,Bill Spooner,John Goble,208u10,7,208,08u10 / 208o10,208,280,100,,
2010-2011 Regular Season,12/06/10,Indiana,Home,31,37,21,35,,,,,124,240,47,85,13,26,17,20,9,38,47,33,15,10,18,8,124,102.4,102.4,121.0,97.6,2,D.Granger,J.McRoberts,R.Hibbert,M.Dunleavy,D.Collison,,Kevin Scott,-7  EVEN,-7,208,7 -03 / -7  / -7.5,-8,-340,2.5,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Atlanta,Road,19,17,18,26,,,,,80,240,33,85,5,14,9,12,10,32,42,17,21,6,14,7,80,89.6,89.6,89.3,82.6,3IN4,J.Smith,A.Horford,J.Collins,M.Williams,M.Bibby,Dick Bavetta,Violet Palmer,188,6.5,188,88,187.5,250,91,,
2010-2011 Regular Season,12/06/10,Orlando,Home,19,15,19,21,,,,,74,240,28,74,4,22,14,21,10,35,45,9,19,5,17,7,74,89.6,89.6,82.6,89.3,3IN4,Q.Richardson,R.Lewis,D.Howard,V.Carter,C.Duhon,,Derrick Collins,-6.5 -05,-6.5,188,6.5 -05 / -6.5 -03 / -6.5,-7,-300,-6,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Minnesota,Road,36,32,18,28,,,,,114,240,41,78,10,21,22,27,7,27,34,16,24,3,17,2,114,95.5,95.5,119.3,126.7,3IN4,M.Beasley,K.Love,D.Milicic,W.Johnson,L.Ridnour,Kevin Fehr,Ed Malloy,219,7.5,219,19.5 / 220 / 220.5,221.5,250,109,,
2010-2011 Regular Season,12/06/10,New York,Home,32,29,31,29,,,,,121,240,45,85,13,30,18,23,9,23,32,25,22,9,11,6,121,95.5,95.5,126.7,119.3,3IN4-B2B,W.Chandler,D.Gallinari,A.Stoudemire,R.Felton,L.Fields,,Nick Buchert,-7.5  EVEN,-7.5,219,7  / -6.5  / -7,-6.5,-300,-6,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Oklahoma City,Road,22,26,18,24,,,,,90,240,29,82,4,19,28,31,12,27,39,13,19,9,15,4,90,94.1,94.1,95.7,105.3,3IN4-B2B,K.Durant,J.Green,N.Krstic,T.Sefolosha,R.Westbrook,Marc Davis,Courtney Kirkland,204.5,4,204.5,,204.5,165,100,,
2010-2011 Regular Season,12/06/10,Chicago,Home,24,29,29,17,,,,,99,240,42,87,5,11,10,17,16,36,52,25,24,6,17,3,99,94.1,94.1,105.3,95.7,3IN4,L.Deng,C.Boozer,J.Noah,K.Bogans,D.Rose,,Kane Fitzgerald,-4 -05,-4,204.5,4.5 -03 / -4.5  / -4,-4.5,-190,-1,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Miami,Road,25,21,23,19,,,,,88,240,35,72,5,8,13,18,11,37,48,20,26,2,18,3,88,86.9,86.9,101.3,89.8,1,L.James,C.Bosh,Z.Ilgauskas,D.Wade,C.Arroyo,Scott Foster,Scott Wall,-4  EVEN,-4,184,5  / -5.5  / -6,-5.5,-245,+1 EVEN,,
2010-2011 Regular Season,12/06/10,Milwaukee,Home,21,14,24,19,,,,,78,240,27,78,4,15,20,25,9,26,35,17,20,4,11,5,78,86.9,86.9,89.8,101.3,1,L.Mbah a Moute,L.Sanders,A.Bogut,J.Salmons,B.Jennings,,Matt Boland,184,4,184,85.5 / 185 / 184.5,184,205,91.5,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Memphis,Road,16,24,25,20,,,,,85,240,33,79,1,11,18,23,13,30,43,15,19,6,14,4,85,87.5,87.5,97.1,107.4,3IN4-B2B,R.Gay,Z.Randolph,M.Gasol,X.Henry,M.Conley,Ron Garretson,Tom Washington,200,9.5,200,01.5 / 202 / 203.5,203,450,99.5,,
2010-2011 Regular Season,12/06/10,Utah,Home,20,21,29,24,,,,,94,240,34,81,8,22,18,20,10,28,38,18,20,9,12,10,94,87.5,87.5,107.4,97.1,2,A.Kirilenko,P.Millsap,A.Jefferson,R.Bell,D.Williams,,Olandis Poole,-9.5 -05,-9.5,200,9.5 EVEN / -9.5 +02 / -9.5,-10,-600,-6.5,Boxscore,Odds
2010-2011 Regular Season,12/06/10,Sacramento,Road,20,24,19,28,,,,,91,240,31,85,3,16,26,32,13,32,45,15,25,7,13,7,91,92.4,92.4,98.5,106.1,3IN4,D.Greene,J.Thompson,D.Cousins,T.Evans,B.Udrih,Leroy Richardson,Greg Willard,197o10,4.5,197,95.5 / 196.5 / 197,198,180,98,,
2010-2011 Regular Season,12/06/10,LA Clippers,Home,16,34,29,19,,,,,98,240,36,81,7,18,19,23,12,31,43,23,24,5,14,6,98,92.4,92.4,106.1,98.5,3IN4-B2B,A.Aminu,B.Griffin,D.Jordan,E.Gordon,E.Bledsoe,,Mark Ayotte,-4.5  EVEN,-4.5,197,3.5  / -4  / -4.5,-5,-220,-2,Boxscore,Odds
2010-2011 Regular Season,12/07/10,New Jersey,Road,26,21,24,30,,,,,101,240,33,71,7,16,28,37,10,24,34,25,24,7,13,1,101,89.4,89.4,113.0,129.7,1,T.Outlaw,K.Humphries,B.Lopez,A.Morrow,D.Harris,James Capers,Eric Lewis,186.5u10,6.5,186.5,86.5u10 / 186.5,185.5,245,92.5,,
2010-2011 Regular Season,12/07/10,Atlanta,Home,27,33,23,33,,,,,116,240,47,78,6,16,16,28,10,29,39,34,25,8,11,2,116,89.4,89.4,129.7,113.0,4IN5-B2B,J.Smith,A.Horford,J.Collins,M.Williams,M.Bibby,,James Williams,-6.5  EVEN,-6.5,186.5,6.5 EVEN / -6.5  / -6,-6.5,-290,1,Boxscore,Odds
2010-2011 Regular Season,12/07/10,Denver,Road,16,31,29,22,,,,,98,240,31,73,11,27,25,32,6,25,31,17,20,11,16,5,98,94.0,94.0,104.3,106.4,1,C.Anthony,S.Williams,N.Hilario,A.Afflalo,C.Billups,David Jones,Sean Wright,-1.5,-1.5,202,1.5  / -2  / -2.5,-2,-130,-2.5,,
2010-2011 Regular Season,12/07/10,Charlotte,Home,21,31,24,24,,,,,100,240,39,78,9,20,13,20,8,29,37,22,23,8,18,5,100,94.0,94.0,106.4,104.3,2,G.Wallace,B.Diaw,N.Mohammed,S.Jackson,D.Augustin,,Marat Kogut,202u10,1.5,202,01 / 201.5 / 202,203,110,101.5,Boxscore,Odds
2010-2011 Regular Season,12/07/10,Cleveland,Road,26,28,20,23,,,,,97,240,39,78,7,17,12,17,5,24,29,22,22,5,12,3,97,90.1,90.1,107.7,129.9,3IN4,J.Graham,J.Hickson,A.Varejao,A.Parker,M.Williams,Tony Brothers,Dan Crawford,196,6.5,196,96 / 196.5 / 196,197,245,96,,
2010-2011 Regular Season,12/07/10,Philadelphia,Home,35,31,23,28,,,,,117,240,42,81,8,23,25,30,9,35,44,22,14,9,7,5,117,90.1,90.1,129.9,107.7,2,A.Iguodala,E.Brand,S.Hawes,J.Meeks,J.Holiday,,Curtis Blair,-6.5  EVEN,-6.5,196,6.5 EVEN / -6.5 -02 / -6.5,-7,-290,PK -15,Boxscore,Odds
2010-2011 Regular Season,12/07/10,Golden State,Road,26,22,24,28,,,,,100,240,42,90,10,20,6,13,13,31,44,24,20,10,19,4,100,97.3,97.3,102.8,107.9,1,D.Wright,D.Lee,A.Biedrins,M.Ellis,S.Curry,Bob Delaney,Derrick Collins,203.5o10,9.5,203.5,04.5 / 205 / 205.5,205,400,102,,
2010-2011 Regular Season,12/07/10,Dallas,Home,27,23,21,34,,,,,105,240,39,87,7,20,20,27,16,29,45,22,10,12,16,10,105,97.3,97.3,107.9,102.8,2,C.Butler,D.Nowitzki,B.Haywood,D.Stevenson,J.Kidd,,Kevin Cutler,-9.5 -05,-9.5,203.5,9.5 EVEN / -9 -05 / -9,-8.5,-500,-5,Boxscore,Odds
2010-2011 Regular Season,12/07/10,Detroit,Road,24,21,21,17,,,,,83,240,30,72,6,17,17,21,9,27,36,14,21,7,18,4,83,88.4,88.4,93.9,109.7,1,T.Prince,J.Maxiell,B.Wallace,R.Hamilton,R.Stuckey,Jason Phillips,David Guthrie,199,7,199,00.5 / 201 / 201.5,201,255,99.5,,
2010-2011 Regular Season,12/07/10,Houston,Home,29,25,21,22,,,,,97,240,33,72,7,14,24,31,9,26,35,20,16,10,16,5,97,88.4,88.4,109.7,93.9,2,S.Battier,L.Scola,C.Hayes,K.Martin,K.Lowry,,Eric Dalen,-7  EVEN,-7,199,7 -02 / -7  / -6.5,-7,-310,-1.5,Boxscore,Odds
2010-2011 Regular Season,12/07/10,Phoenix,Road,23,24,28,24,,,,,99,240,37,73,8,16,17,21,2,30,32,27,28,5,19,3,99,95.3,95.3,103.8,111.2,1,G.Hill,E.Barron,C.Frye,J.Richardson,S.Nash,Derrick Stafford,Derek Richardson,204u10,3,204,04.5 / 205 / 204.5,204,110,101.5,,
2010-2011 Regular Season,12/07/10,Portland,Home,29,22,18,37,,,,,106,240,33,74,8,24,32,33,5,27,32,24,21,6,12,6,106,95.3,95.3,111.2,103.8,1,N.Batum,L.Aldridge,M.Camby,W.Matthews,B.Roy,,Bennie Adams,-3 -05,-3,204,3 -04 / -3  / -2.5,-2,-130,PK ,Boxscore,Odds
2010-2011 Regular Season,12/07/10,Washington,Road,23,33,28,24,,,,,108,240,38,76,11,27,21,26,9,25,34,27,31,9,17,10,108,91.7,91.7,117.8,125.4,1,A.Thornton,Y.Jianlian,J.McGee,G.Arenas,J.Wall,Mike Callahan,Pat Fraher,206.5o10,13,206.5,07.5 / 208 / 209,209.5,1400,106o15,,
2010-2011 Regular Season,12/07/10,LA Lakers,Home,36,33,18,28,,,,,115,240,40,89,7,25,28,35,22,23,45,26,20,12,13,7,115,91.7,91.7,125.4,117.8,3+,R.Artest,L.Odom,P.Gasol,K.Bryant,D.Fisher,,Tre Maddox,-13  EVEN,-13,206.5,12  / -12.5  / -13,-13.5,-2400,-4 -15,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Denver,Road,21,31,17,20,,,,,89,240,33,78,6,19,17,25,5,29,34,18,28,13,18,1,89,99.0,99.0,89.9,106.1,3IN4-B2B,G.Forbes,S.Williams,N.Hilario,A.Afflalo,C.Billups,Kevin Fehr,Ed Malloy,200,6,200,03.5 / 204 / 203.5,204,350,101.5,,
2010-2011 Regular Season,12/08/10,Boston,Home,35,24,21,25,,,,,105,240,38,68,4,15,25,36,4,38,42,26,17,8,19,10,105,99.0,99.0,106.1,89.9,2,P.Pierce,K.Garnett,S.O`Neal,R.Allen,R.Rondo,,Kane Fitzgerald,-6 -05,-6,200,6.5  / -7  / -8.5,-9,-450,-3,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Chicago,Road,21,20,19,28,,,,,88,240,35,78,6,16,12,20,10,34,44,24,18,11,16,4,88,91.1,91.1,96.6,91.1,1,L.Deng,C.Boozer,J.Noah,K.Bogans,D.Rose,Bill Spooner,Matt Boland,-6.5 -05,-6.5,196.5,6.5 EVEN / -6.5  / -7,-7.5,-320,-3,,
2010-2011 Regular Season,12/08/10,Cleveland,Home,15,20,33,15,,,,,83,240,31,81,10,30,11,18,11,32,43,22,17,8,16,5,83,91.1,91.1,91.1,96.6,4IN5-B2B,A.Parker,A.Jamison,A.Varejao,D.Gibson,M.Williams,,Kevin Scott,196.5,6.5,196.5,,196.5,260,96.5,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Toronto,Road,32,25,27,26,,,,,110,240,41,86,5,16,23,31,8,34,42,24,21,6,11,1,110,100.3,100.3,109.7,112.7,3IN4,A.Johnson,S.Weems,A.Bargnani,J.Calderon,D.DeRozan,Dick Bavetta,Tony Brothers,220.5,7,220.5,20.5 / 220,220.5,250,108,,
2010-2011 Regular Season,12/08/10,New York,Home,28,31,25,29,,,,,113,240,43,89,8,21,19,22,12,36,48,19,26,4,15,5,113,100.3,100.3,112.7,109.7,3IN4,W.Chandler,D.Gallinari,A.Stoudemire,R.Felton,L.Fields,,Violet Palmer,-7  EVEN,-7,220.5,7  / -6  / -6.5,-7,-300,-4,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Indiana,Road,27,21,31,16,,,,,95,240,32,74,9,24,22,31,5,32,37,16,27,5,12,7,95,91.6,91.6,103.7,105.9,1,D.Granger,J.McRoberts,R.Hibbert,M.Dunleavy,D.Collison,Dan Crawford,Eric Lewis,190,2.5,190,87.5 / 188.5 / 189.5,189,110,93,,
2010-2011 Regular Season,12/08/10,Milwaukee,Home,33,23,22,19,,,,,97,240,31,86,3,13,32,40,19,31,50,19,23,4,11,10,97,91.6,91.6,105.9,103.7,1,L.Mbah a Moute,L.Sanders,A.Bogut,J.Salmons,B.Jennings,,Brian Forte,-2.5  EVEN,-2.5,190,1.5  / -2  / -1.5,-2,-130,1.5,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Oklahoma City,Road,22,31,31,27,,,,,111,240,40,77,6,17,25,27,3,39,42,27,25,7,15,12,111,99.0,99.0,112.2,104.1,3IN4,K.Durant,J.Green,N.Krstic,T.Sefolosha,R.Westbrook,Scott Foster,Rodney Mott,-5 -05,-5,218,5 -05 / -4.5  / -5,-5.5,-250,-5.5,,
2010-2011 Regular Season,12/08/10,Minnesota,Home,40,24,22,17,,,,,103,240,39,93,8,18,17,26,15,25,40,21,20,9,12,5,103,99.0,99.0,104.1,112.2,1,W.Johnson,M.Beasley,K.Love,C.Brewer,L.Ridnour,,Haywoode Workman,218,5,218,17 / 216 / 216.5,217,210,107,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Detroit,Road,15,19,23,17,,,,,74,240,30,80,4,20,10,18,14,30,44,15,21,8,13,6,74,86.5,86.5,85.6,107.5,3IN4-B2B,T.Prince,J.Maxiell,B.Wallace,R.Hamilton,R.Stuckey,Steve Javie,Courtney Kirkland,186,8.5,186,87.5 / 187 / 186.5,187.5,425,93,,
2010-2011 Regular Season,12/08/10,New Orleans,Home,22,22,29,20,,,,,93,240,37,74,6,14,13,21,4,36,40,29,17,7,10,5,93,86.5,86.5,107.5,85.6,2,T.Ariza,D.West,E.Okafor,M.Belinelli,C.Paul,,Brent Barnaky,-8.5 -05,-8.5,186,9  / -9.5  / -10,-9.5,-550,-2.5 -15,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Golden State,Road,19,28,27,20,,,,,94,240,37,82,12,23,8,11,13,32,45,24,15,6,22,2,94,93.0,93.0,101.1,119.4,3IN4-B2B,D.Wright,D.Lee,A.Biedrins,M.Ellis,S.Curry,Monty McCutchen,Michael Smith,215,11,215,15 / 214 / 213.5,213,500,105.5,,
2010-2011 Regular Season,12/08/10,San Antonio,Home,29,28,29,25,,,,,111,240,43,84,12,26,13,18,10,31,41,31,15,10,11,5,111,93.0,93.0,119.4,101.1,2,R.Jefferson,T.Duncan,D.Blair,M.Ginobili,T.Parker,,Olandis Poole,-11 -05,-11,215,11 -05 / -11  / -10.5,-10,-700,-3,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Memphis,Road,25,28,25,14,12,,,,104,265,42,85,2,7,18,22,14,33,47,23,22,7,17,4,104,95.2,86.2,109.3,103.0,3IN4,R.Gay,Z.Randolph,M.Gasol,X.Henry,M.Conley,Leroy Richardson,Greg Willard,217.5,4.5,217.5,18.5 / 218 / 217.5,218.5,155,108,,
2010-2011 Regular Season,12/08/10,Phoenix,Home,22,19,23,28,6,,,,98,265,37,88,7,30,17,27,19,28,47,16,17,9,16,6,98,95.2,86.2,103.0,109.3,3IN4-B2B,G.Hill,C.Frye,E.Barron,J.Richardson,S.Nash,,Mark Ayotte,-4.5 -05,-4.5,217.5,4.5  / -4  / -3.5,-4,-175,-5 -15,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Miami,Road,28,28,21,34,,,,,111,240,41,80,9,20,20,25,15,27,42,22,21,8,15,1,111,88.1,88.1,126.0,111.3,1,L.James,C.Bosh,Z.Ilgauskas,D.Wade,C.Arroyo,Joe Crawford,Tony Brown,189,2,189,90.5 / 191 / 191.5,191,-106,96.5,,
2010-2011 Regular Season,12/08/10,Utah,Home,27,23,28,20,,,,,98,240,38,75,1,14,21,27,10,18,28,20,20,9,15,3,98,88.1,88.1,111.3,126.0,1,A.Kirilenko,P.Millsap,A.Jefferson,R.Bell,D.Williams,,Mark Lindsay,-2  EVEN,-2,189,K  / +1  / +1.5,PK,-104,-1.5,Boxscore,Odds
2010-2011 Regular Season,12/08/10,Washington,Road,27,18,25,21,,,,,91,240,31,75,5,11,24,34,13,23,36,11,19,10,24,3,91,97.0,97.0,93.9,119.6,3IN4-B2B,A.Thornton,T.Booker,K.Seraphin,G.Arenas,K.Hinrich,Derek Richardson,Gary Zielinski,199,3.5,199,03 / 204.5 / 204,203,160,100.5,,
2010-2011 Regular Season,12/08/10,Sacramento,Home,26,33,33,24,,,,,116,240,45,83,8,17,18,24,16,32,48,27,24,15,19,4,116,97.0,97.0,119.6,93.9,1,D.Greene,J.Thompson,D.Cousins,T.Evans,B.Udrih,,Zach Zarba,-3.5 -05,-3.5,199,3.5 -05 / -3.5,-4,-180,2,Boxscore,Odds
2010-2011 Regular Season,12/08/10,LA Lakers,Road,20,21,24,22,,,,,87,240,34,80,7,19,12,19,6,33,39,23,17,10,17,2,87,95.6,95.6,91.0,90.0,B2B,R.Artest,L.Odom,P.Gasol,K.Bryant,D.Fisher,Ron Garretson,Tom Washington,-8 -05,-8,207.5,8 -05 / -8  / -7.5,-8,-390,-6.5 -15,,
2010-2011 Regular Season,12/08/10,LA Clippers,Home,18,25,28,15,,,,,86,240,32,80,9,23,13,19,13,39,52,25,16,13,20,4,86,95.6,95.6,90.0,91.0,3IN4,A.Aminu,B.Griffin,D.Jordan,E.Gordon,E.Bledsoe,,Tommy Nunez Jr.,207.5,8,207.5,06 / 205.5 / 205,204.5,315,100,Boxscore,Odds
2010-2011 Regular Season,12/09/10,Boston,Road,29,27,25,21,,,,,102,240,38,68,7,12,19,21,5,28,33,23,21,8,15,6,102,85.8,85.8,118.9,117.7,B2B,P.Pierce,K.Garnett,S.Erden,R.Allen,R.Rondo,Ken Mauer,Scott Wall,-5 -05,-5,193,5  / -5.5  / -5,-5.5,-220,-3.5,,
2010-2011 Regular Season,12/09/10,Philadelphia,Home,32,23,25,21,,,,,101,240,37,81,9,19,18,23,15,24,39,22,17,5,12,3,101,85.8,85.8,117.7,118.9,1,A.Iguodala,E.Brand,S.Hawes,J.Meeks,J.Holiday,,Leon Wood,193,5,193,90.5 / 190 / 189.5,189,180,92.5,Boxscore,Odds
2010-2011 Regular Season,12/09/10,New Jersey,Road,19,21,29,20,,,,,89,240,32,77,4,15,21,26,10,26,36,20,15,7,16,2,89,92.0,92.0,96.8,110.9,1,D.James,K.Humphries,B.Lopez,A.Morrow,D.Harris,Marc Davis,David Guthrie,186,10.5,186,88 / 188.5 / 189,189.5,550,94,,
2010-2011 Regular Season,12/09/10,Dallas,Home,30,25,24,23,,,,,102,240,41,75,4,16,16,19,5,33,38,31,17,11,15,4,102,92.0,92.0,110.9,96.8,1,C.Butler,D.Nowitzki,T.Chandler,D.Stevenson,J.Kidd,,Eric Dalen,-10.5  EVEN,-10.5,186,10.5 EVEN / -10.5,-10,-750,-1.5,Boxscore,Odds
2010-2011 Regular Season,12/09/10,Orlando,Road,22,24,16,21,,,,,83,240,30,71,6,22,17,24,6,34,40,14,26,3,16,4,83,90.5,90.5,91.8,107.2,2,Q.Richardson,R.Lewis,D.Howard,V.Carter,J.Nelson,Bill Kennedy,Zach Zarba,-2 -05,-2,185,2 -03 / -2  / -2.5,-3,-150,-2,,
2010-2011 Regular Season,12/09/10,Portland,Home,14,31,22,30,,,,,97,240,36,81,5,15,20,28,13,34,47,19,17,10,12,1,97,90.5,90.5,107.2,91.8,1,W.Matthews,L.Aldridge,M.Camby,B.Roy,A.Miller,,Mark Lindsay,185,2,185,86 / 185.5 / 185,184.5,130,92,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Charlotte,Road,22,28,19,23,,,,,92,240,36,87,3,17,17,25,16,36,52,17,21,8,16,10,92,96.8,96.8,95.0,103.3,2,G.Wallace,B.Diaw,N.Mohammed,S.Jackson,D.Augustin,Bob Delaney,Violet Palmer,192.5,6,192.5,92.5 / 193,193.5,240,94.5,,
2010-2011 Regular Season,12/10/10,Indiana,Home,30,27,22,21,,,,,100,240,38,86,13,31,11,18,8,32,40,25,19,9,15,9,100,96.8,96.8,103.3,95.0,1,D.Granger,J.McRoberts,R.Hibbert,M.Dunleavy,D.Collison,,Derrick Collins,-6,-6,192.5,6  / -6 -05,-6.5 -05,-280,-1 -15,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Denver,Road,39,35,24,25,,,,,123,240,43,76,12,26,25,28,8,30,38,27,16,5,22,3,123,97.9,97.9,125.6,118.5,3IN4,G.Forbes,S.Williams,N.Hilario,A.Afflalo,C.Billups,James Capers,Eric Lewis,-2 -05,-2,216.5,16.5 / 217.5,217,-135,108.5,,
2010-2011 Regular Season,12/10/10,Toronto,Home,33,32,21,30,,,,,116,240,46,90,10,25,14,19,13,21,34,20,21,9,13,2,116,97.9,97.9,118.5,125.6,1,S.Weems,A.Johnson,A.Bargnani,D.DeRozan,J.Bayless,,Haywoode Workman,216.5,2,216.5,K  / -1 -05 / -1.5 -05,-1 -05,115,-3,Boxscore,Odds
2010-2011 Regular Season,12/10/10,New York,Road,19,30,27,25,,,,,101,240,34,75,7,18,26,30,8,33,41,19,21,9,20,6,101,97.5,97.5,103.6,97.5,1,W.Chandler,D.Gallinari,A.Stoudemire,L.Fields,R.Felton,Rodney Mott,Derrick Stafford,-3 -05,-3,217,3 -05 / -2.5 -05,-3 -05,-150,-3,,
2010-2011 Regular Season,12/10/10,Washington,Home,23,31,19,22,,,,,95,240,35,84,6,18,19,27,11,28,39,22,24,13,16,1,95,97.5,97.5,97.5,103.6,3IN4,A.Thornton,A.Blatche,J.McGee,G.Arenas,J.Wall,,Olandis Poole,217,3,217,17,218,130,108,Boxscore,Odds
2010-2011 Regular Season,12/10/10,LA Lakers,Road,22,10,26,26,,,,,84,240,34,78,3,13,13,18,10,30,40,20,17,13,19,10,84,93.4,93.4,90.0,94.2,3IN4,R.Artest,L.Odom,P.Gasol,K.Bryant,D.Fisher,Monty McCutchen,Sean Wright,200,0,200,2.5 -05 / -2 -05 / -1.5 -05,-2 -05,-130,-2,,
2010-2011 Regular Season,12/10/10,Chicago,Home,12,24,30,22,,,,,88,240,33,80,8,17,14,17,11,30,41,19,19,9,21,2,88,93.4,93.4,94.2,90.0,1,L.Deng,C.Boozer,J.Noah,K.Bogans,D.Rose,,Marat Kogut,PK,0,200,98.5 / 198 / 197.5,198,110,96.5,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Detroit,Road,23,24,23,29,,,,,99,240,32,83,4,12,31,36,14,24,38,20,20,6,14,5,99,91.9,91.9,107.7,118.6,3IN4,T.Prince,J.Maxiell,G.Monroe,R.Hamilton,R.Stuckey,Dan Crawford,Matt Boland,200,2.5,200,00.5 / 201 / 201.5,200.5,150,97.5,,
2010-2011 Regular Season,12/10/10,Minnesota,Home,19,31,26,33,,,,,109,240,42,81,7,16,18,22,13,29,42,21,24,7,15,11,109,91.9,91.9,118.6,107.7,1,M.Beasley,K.Love,D.Milicic,W.Johnson,L.Ridnour,,James Williams,-2.5,-2.5,200,3  / -3 -05 / -3.5 -05,-4 -05,-170,-2,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Oklahoma City,Road,31,21,22,23,,,,,97,240,35,70,4,13,23,26,7,27,34,18,18,7,20,7,97,91.3,91.3,106.3,100.8,1,K.Durant,J.Green,S.Ibaka,T.Sefolosha,R.Westbrook,David Jones,Bill Spooner,197,3,197,97 / 196.5 / 196,196.5,135,97,,
2010-2011 Regular Season,12/10/10,New Orleans,Home,32,27,12,21,,,,,92,240,35,74,5,14,17,23,11,26,37,20,23,16,19,5,92,91.3,91.3,100.8,106.3,1,T.Ariza,D.West,E.Okafor,M.Belinelli,C.Paul,,Gary Zielinski,-3,-3,197,3,-3 -05,-155,PK -05,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Houston,Road,24,19,28,20,,,,,91,240,33,81,6,18,19,22,8,29,37,17,21,9,14,4,91,94.3,94.3,96.5,102.9,2,S.Battier,L.Scola,C.Hayes,K.Martin,K.Lowry,Leon Wood,Ed Malloy,196,3.5,196,96 / 196.5 / 195.5,195,150,95.5,,
2010-2011 Regular Season,12/10/10,Milwaukee,Home,27,20,26,24,,,,,97,240,38,79,4,8,17,25,11,37,48,17,23,7,17,10,97,94.3,94.3,102.9,96.5,1,L.Mbah a Moute,L.Sanders,A.Bogut,J.Salmons,B.Jennings,,Kevin Scott,-3.5,-3.5,196,3.5  / -3.5 -05,-4 -05,-170,-1.5,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Atlanta,Road,21,27,21,23,,,,,92,240,36,80,7,14,13,20,11,29,40,19,22,9,16,4,92,91.6,91.6,100.4,117.9,2,J.Smith,A.Horford,J.Collins,M.Williams,M.Bibby,Mike Callahan,Jason Phillips,196,8,196,95.5 / 196 / 195.5,195,330,95.5,,
2010-2011 Regular Season,12/10/10,San Antonio,Home,26,27,18,37,,,,,108,240,41,77,10,21,16,25,9,30,39,20,17,9,14,5,108,91.6,91.6,117.9,100.4,1,R.Jefferson,T.Duncan,D.Blair,M.Ginobili,T.Parker,,JT Orr,-8,-8,196,8,-8 -05,-420,-3.5,Boxscore,Odds
2010-2011 Regular Season,12/10/10,Portland,Road,28,33,26,14,,,,,101,240,35,71,5,17,26,32,7,29,36,21,17,8,13,3,101,88.6,88.6,114.0,106.1,3IN4-B2B,W.Matthews,L.Aldridge,M.Camby,B.Roy,A.Miller,Joe Crawford,Tony Brown,205,5.5,205,03.5 / 203 / 202.5,202,170,100.5,,
