DATASET,DATE,TEAMS,VENUE,1Q,2Q,3Q,4Q,OT1,OT2,OT3,OT4,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,POSS,PACE,OEFF,DEFF,REST DAYS,STARTING LINEUPS,,,,,MAIN REFEREE,CREW REFEREES,OPENING ODDS,SPREAD,TOTAL,MOVEMENTS,CLOSING,MONEYLINE,HALFTIME,BOX SCORE,ODDS
2009-2010 Regular Season,11/25/09,Portland,Home,28,21,13,31,,,,,93,240,35,70,9,17,14,24,13,29,42,25,16,4,16,7,93,82.3,82.3,113.0,100.8,1,M.Webster,L.Aldridge,G.Oden,B.Roy,S.Blake,,Courtney Kirkland,-14 +05,-14,177.5,12.5  / -13  / -14,-13.5,-1700,,Boxscore,Odds
2009-2010 Regular Season,11/25/09,New York,Road,24,27,22,24,,,,,97,240,35,91,10,39,17,18,16,27,43,19,19,8,17,3,97,97.1,97.1,99.9,114.3,4IN5-B2B,W.Chandler,D.Gallinari,D.Lee,L.Hughes,C.Duhon,Bill Spooner,Zach Zarba,218,4.5,218,17 / 216.5 / 216,215.5,160,,,
2009-2010 Regular Season,11/25/09,Sacramento,Home,30,31,32,18,,,,,111,240,43,89,12,27,13,18,14,36,50,22,22,9,18,6,111,97.1,97.1,114.3,99.9,1,D.Greene,J.Thompson,S.Hawes,A.Nocioni,T.Evans,,Haywoode Workman,-4.5,-4.5,218,4.5  / -4  / -4.5,-4,-180,,Boxscore,Odds
2009-2010 Regular Season,11/26/09,Orlando,Road,23,16,28,26,,,,,93,240,35,80,10,31,13,20,13,40,53,15,12,7,12,6,93,87.1,87.1,106.7,87.2,B2B,V.Carter,R.Lewis,D.Howard,M.Pietrus,J.Williams,Mark Wunderlich,Marc Davis,195.5,1.5,195.5,97.5 / 198 / 198.5,199,135,,,
2009-2010 Regular Season,11/26/09,Atlanta,Home,25,26,14,11,,,,,76,240,33,85,7,19,3,7,11,30,41,18,20,8,13,3,76,87.1,87.1,87.2,106.7,3+,M.Williams,J.Smith,A.Horford,J.Johnson,M.Bibby,,Eric Dalen,-1.5 -05,-1.5,195.5,3.5 -03 / -3.5  / -3,-3.5,-155,,Boxscore,Odds
2009-2010 Regular Season,11/26/09,Chicago,Road,22,18,25,21,,,,,86,240,34,81,3,8,15,19,13,26,39,14,22,9,13,3,86,87.2,87.2,98.6,120.4,2,L.Deng,T.Gibson,J.Noah,J.Salmons,D.Rose,Dick Bavetta,Matt Boland,194,7,194,96.5 / 197.5 / 198,197.5,250,,,
2009-2010 Regular Season,11/26/09,Utah,Home,28,29,24,24,,,,,105,240,45,74,2,5,13,23,9,27,36,29,20,10,14,8,105,87.2,87.2,120.4,98.6,1,R.Brewer,C.Boozer,M.Okur,W.Matthews,D.Williams,,John Goble,-7 -05,-7,194,7 -05 / -7  / -7.5,-7,-300,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Cleveland,Road,19,24,28,16,,,,,87,240,36,79,6,28,9,17,10,36,46,14,25,5,16,6,87,90.6,90.6,96.0,103.7,1,L.James,J.Hickson,S.O`Neal,A.Parker,M.Williams,Joe Forte,Phil Robinson,-4.5,-4.5,187,4 -05 / -5 -05 / -5.5 -05,-6 -05,-240,,,
2009-2010 Regular Season,11/27/09,Charlotte,Home,26,32,24,12,,,,,94,240,35,74,6,14,18,30,5,30,35,19,18,7,10,2,94,90.6,90.6,103.7,96.0,1,G.Wallace,B.Diaw,T.Chandler,S.Jackson,R.Felton,,Eddie Rush,187,4.5,187,86 / 185.5 / 185,184,200,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Washington,Road,26,25,16,27,,,,,94,240,42,86,2,14,8,15,16,32,48,23,19,7,12,5,94,86.7,86.7,108.4,96.9,2,C.Butler,A.Jamison,B.Haywood,N.Young,G.Arenas,Tom Washington,Derrick Collins,198.5u09,6.5,198.5,98.5 / 198 / 197.5,198.5,255,,,
2009-2010 Regular Season,11/27/09,Miami,Home,24,18,22,20,,,,,84,240,34,82,6,26,10,14,10,26,36,17,15,5,12,6,84,86.7,86.7,96.9,108.4,1,J.Jones,M.Beasley,J.O`Neal,D.Wade,M.Chalmers,,Curtis Blair,-6.5 -13,-6.5,198.5,7 -16 / -7 -17 / -7.5 -05,-7 -05,-310,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Toronto,Road,27,28,17,31,,,,,103,240,39,70,7,14,18,23,10,21,31,15,19,7,25,6,103,92.6,92.6,111.2,125.2,3IN4,H.Turkoglu,C.Bosh,A.Bargnani,D.DeRozan,J.Calderon,Derrick Stafford,Tony Brown,204,10.5,204,4,203.5,425,,,
2009-2010 Regular Season,11/27/09,Boston,Home,33,21,33,29,,,,,116,240,48,77,7,17,13,15,6,20,26,33,20,15,16,1,116,92.6,92.6,125.2,111.2,1,P.Pierce,K.Garnett,K.Perkins,R.Allen,R.Rondo,,Ed Malloy,-10.5,-10.5,204,10.5  / -10.5 -05 / -10 -05,-9.5 -05,-550,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Atlanta,Road,26,20,29,25,,,,,100,240,38,74,9,18,15,20,8,34,42,17,17,7,14,5,100,87.7,87.7,114.0,98.0,B2B,M.Williams,J.Smith,A.Horford,J.Johnson,M.Bibby,Steve Javie,Michael Smith,-4 -05,-4,199,5 -05 / -5.5 -05 / -5 -05,-5.5 -05,-230,,,
2009-2010 Regular Season,11/27/09,Philadelphia,Home,23,18,25,20,,,,,86,240,35,78,8,18,8,11,6,26,32,23,16,8,13,10,86,87.7,87.7,98.0,114.0,3IN4,T.Young,J.Smith,S.Dalembert,A.Iguodala,J.Holiday,,Kane Fitzgerald,199,4,199,99u13 / 198 / 197.5,198,190,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,LA Clippers,Road,27,20,27,30,,,,,104,240,37,63,2,10,28,35,4,31,35,26,19,6,9,9,104,85.2,85.2,122.0,112.6,1,A.Thornton,M.Camby,C.Kaman,R.Butler,B.Davis,Tony Brothers,Derek Richardson,181,4,181,,181,150,,,
2009-2010 Regular Season,11/27/09,Detroit,Home,27,27,21,21,,,,,96,240,36,91,8,17,16,22,19,24,43,21,28,4,11,0,96,85.2,85.2,112.6,122.0,1,J.Jerebko,C.Villanueva,B.Wallace,A.Daye,R.Stuckey,,Marc Davis,-4 +02,-4,181,3.5 -05 / -4.5 -05 / -3.5 -05,-4 -05,-170,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Dallas,Road,35,31,29,18,,,,,113,240,41,92,9,21,22,28,17,37,54,20,22,6,13,6,113,94.8,94.8,119.3,97.1,3IN4,S.Marion,D.Nowitzki,D.Gooden,R.Beaubois,J.Kidd,Ken Mauer,Leon Wood,-2.5 -05,-2.5,199,2.5 -05 / -3.5 -05 / -3 -05,-2.5 -05,-150,,,
2009-2010 Regular Season,11/27/09,Indiana,Home,26,28,15,23,,,,,92,240,33,76,7,22,19,28,7,26,33,20,23,9,15,6,92,94.8,94.8,97.1,119.3,3IN4,D.Granger,T.Murphy,R.Hibbert,B.Rush,T.Ford,,Tommy Nunez Jr.,199,2.5,199,02 / 201 / 201.5,202,130,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,San Antonio,Road,18,26,24,24,,,,,92,240,32,71,2,5,26,34,8,38,46,14,19,6,14,7,92,89.8,89.8,102.4,93.5,1,R.Jefferson,T.Duncan,A.McDyess,K.Bogans,T.Parker,Bob Delaney,Eric Lewis,202,1,202,96 / 195.5 / 194.5,195,108,,,
2009-2010 Regular Season,11/27/09,Houston,Home,23,23,12,26,,,,,84,240,33,92,8,18,10,14,17,29,46,18,27,7,12,3,84,89.8,89.8,93.5,102.4,1,S.Battier,L.Scola,C.Hayes,T.Ariza,A.Brooks,,Mark Lindsay,-1,-1,202,K  / -1 -05 / PK,-1 -05,-119,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,New York,Road,30,30,27,38,,,,,125,240,45,92,13,31,22,31,16,24,40,29,25,5,8,3,125,95.8,95.8,130.5,133.7,3IN4,W.Chandler,D.Gallinari,D.Lee,L.Hughes,C.Duhon,Sean Corbin,Dan Crawford,220,13,220,18.5 / 218 / 218.5,219,816,,,
2009-2010 Regular Season,11/27/09,Denver,Home,26,35,31,36,,,,,128,240,45,84,10,19,28,35,11,32,43,30,25,6,11,8,128,95.8,95.8,133.7,130.5,3IN4,C.Anthony,K.Martin,N.Hilario,A.Afflalo,C.Billups,,Brian Forte,-13,-13,220,13  / -13 -05,-12.5 -05,-1100,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Phoenix,Road,32,28,32,28,,,,,120,240,51,86,10,24,8,10,7,38,45,31,24,8,18,8,120,100.0,100.0,120.0,95.0,1,G.Hill,A.Stoudemire,C.Frye,J.Richardson,S.Nash,Kevin Fehr,Scott Foster,-10,-10,215,10  / -9.5  / -9.5 -05,-9 -05,-520,,,
2009-2010 Regular Season,11/27/09,Minnesota,Home,22,17,26,30,,,,,95,240,35,86,2,14,23,32,12,23,35,14,16,8,15,2,95,100.0,100.0,95.0,120.0,1,R.Gomes,A.Jefferson,R.Hollins,C.Brewer,J.Flynn,,David Guthrie,215,10,215,14 / 213.5 / 214,214.5,410,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Milwaukee,Road,26,24,13,27,,,,,90,240,31,82,8,20,20,22,11,29,40,15,21,5,12,3,90,90.5,90.5,99.5,119.4,1,C.Delfino,E.Ilyasova,D.Gadzuric,M.Redd,B.Jennings,Bennett Salvatore,Bennie Adams,197.5,5,197.5,98 / 197.5 / 197,196.5,180,,,
2009-2010 Regular Season,11/27/09,Oklahoma City,Home,31,20,27,30,,,,,108,240,38,80,6,14,26,35,14,38,52,19,19,6,11,6,108,90.5,90.5,119.4,99.5,2,K.Durant,J.Green,N.Krstic,T.Sefolosha,R.Westbrook,,Eli Roe,-5,-5,197.5,5,-5 -05,-220,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,Memphis,Road,29,32,16,29,,,,,106,240,43,80,4,8,16,19,11,31,42,23,19,4,9,7,106,85.2,85.2,124.4,112.7,1,R.Gay,Z.Randolph,M.Gasol,O.Mayo,M.Conley,Joe DeRosa,John Goble,194,12,194,94,194.5,650,,,
2009-2010 Regular Season,11/27/09,Portland,Home,15,24,24,33,,,,,96,240,33,81,10,24,20,26,13,24,37,20,16,3,10,7,96,85.2,85.2,112.7,124.4,1,M.Webster,L.Aldridge,G.Oden,B.Roy,S.Blake,,Marat Kogut,-12,-12,194,12  / -11.5,-11.5 -05,-900,,Boxscore,Odds
2009-2010 Regular Season,11/27/09,New Jersey,Road,20,22,27,27,,,,,96,240,36,94,2,9,22,27,16,23,39,10,24,7,11,5,96,96.8,96.8,99.2,112.6,3IN4,T.Hassell,J.Boone,B.Lopez,C.Douglas-Roberts,D.Harris,James Capers,Monty McCutchen,194,6,194,95.5 / 196 / 195.5,195,165,,,
2009-2010 Regular Season,11/27/09,Sacramento,Home,33,26,25,25,,,,,109,240,39,71,6,12,25,34,5,40,45,19,24,6,17,11,109,96.8,96.8,112.6,99.2,1,A.Nocioni,J.Thompson,S.Hawes,D.Greene,T.Evans,,Leroy Richardson,-6,-6,194,5 -05 / -4.5 -05 / -4 -05,-4.5 -05,-190,,Boxscore,Odds
2009-2010 Regular Season,11/28/09,Charlotte,Road,22,20,27,23,,,,,92,240,35,76,4,10,18,25,9,31,40,22,17,9,12,3,92,88.1,88.1,104.5,86.3,3IN4-B2B,G.Wallace,B.Diaw,T.Chandler,S.Jackson,R.Felton,Mike Callahan,Jason Phillips,189,4,189,91.5 / 191 / 190.5,190,155,,,
2009-2010 Regular Season,11/28/09,Washington,Home,19,13,18,26,,,,,76,240,30,78,4,16,12,13,7,32,39,14,22,4,14,6,76,88.1,88.1,86.3,104.5,B2B,C.Butler,A.Jamison,B.Haywood,N.Young,G.Arenas,,Olandis Poole,-4 -05,-4,189,4  / -3.5  / -4,-3.5,-175,,Boxscore,Odds
2009-2010 Regular Season,11/28/09,Dallas,Road,26,29,24,16,,,,,95,240,34,72,8,19,19,24,5,19,24,20,18,5,9,2,95,85.1,85.1,111.6,130.4,4IN5-B2B,S.Marion,D.Nowitzki,D.Gooden,R.Beaubois,J.Kidd,Joe Crawford,Scott Wall,196,7.5,196,93 / 194 / 195,194.5,220,,,
2009-2010 Regular Season,11/28/09,Cleveland,Home,35,33,19,24,,,,,111,240,45,78,9,13,12,17,10,29,39,33,22,2,13,2,111,85.1,85.1,130.4,111.6,3IN4-B2B,L.James,J.Hickson,S.O`Neal,A.Parker,M.Williams,,Zach Zarba,-7.5,-7.5,196,7.5  / -7  / -6.5,-6,-260,,Boxscore,Odds
2009-2010 Regular Season,11/28/09,Orlando,Road,21,26,26,27,,,,,100,240,39,77,8,22,14,25,13,37,50,18,23,3,17,7,100,88.9,88.9,112.5,110.2,3IN4,M.Pietrus,R.Lewis,D.Howard,V.Carter,J.Williams,Gary Zielinski,Tony Brown,-6,-6,193,6  / -6.5,-7,-290,,,
2009-2010 Regular Season,11/28/09,Milwaukee,Home,26,30,16,26,,,,,98,240,37,90,11,19,13,17,15,29,44,19,21,7,6,3,98,88.9,88.9,110.2,112.5,3IN4-B2B,C.Delfino,E.Ilyasova,D.Gadzuric,C.Bell,B.Jennings,,Ed Malloy,193,6,193,93.5 / 194 / 194.5,195,245,,Boxscore,Odds
2009-2010 Regular Season,11/28/09,Portland,Road,17,27,23,25,,,,,92,240,34,75,3,18,21,29,10,24,34,19,23,6,13,2,92,87.3,87.3,105.3,123.7,3IN4-B2B,M.Webster,L.Aldridge,G.Oden,B.Roy,S.Blake,Sean Corbin,Dan Crawford,186,3,186,88.5 / 189.5 / 190,189.5,180,,,
2009-2010 Regular Season,11/28/09,Utah,Home,32,27,30,19,,,,,108,240,43,71,7,12,15,27,7,30,37,36,20,7,11,2,108,87.3,87.3,123.7,105.3,1,R.Brewer,C.Boozer,M.Okur,W.Matthews,D.Williams,,Brian Forte,-3,-3,186,4.5  / -5  / -5.5,-5,-220,,Boxscore,Odds
2009-2010 Regular Season,11/28/09,LA Lakers,Road,36,24,38,32,,,,,130,240,51,94,11,22,17,24,7,42,49,30,18,8,8,8,130,103.6,103.6,125.5,93.6,3+,R.Artest,P.Gasol,A.Bynum,K.Bryant,D.Fisher,James Capers,Monty McCutchen,-8,-8,218.5,8  / -8.5  / -9,-8.5,-450,,,
2009-2010 Regular Season,11/28/09,Golden State,Home,22,28,25,22,,,,,97,240,36,92,4,17,21,24,10,36,46,22,21,4,13,3,97,103.6,103.6,93.6,125.5,2,C.Maggette,V.Radmanovic,M.Moore,M.Ellis,S.Curry,,Leroy Richardson,218.5,8,218.5,20.5 / 221 / 222,222.5,350,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Atlanta,Road,25,22,18,23,,,,,88,240,37,74,7,21,7,8,6,21,27,16,19,7,13,9,88,81.4,81.4,108.2,115.5,3IN4,M.Williams,J.Smith,A.Horford,J.Johnson,M.Bibby,David Jones,Derrick Stafford,-7 -01,-7,188,7 -01 / -7  / -6.5,-7,-280,,,
2009-2010 Regular Season,11/29/09,Detroit,Home,27,28,12,27,,,,,94,240,40,91,1,6,13,16,24,29,53,18,14,10,11,1,94,81.4,81.4,115.5,108.2,1,J.Jerebko,J.Maxiell,B.Wallace,R.Stuckey,C.Atkins,,David Guthrie,188,7,188,88 / 187.5,187,240,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Phoenix,Road,33,17,34,29,,,,,113,240,43,84,13,30,14,17,11,37,48,25,23,4,16,2,113,95.4,95.4,118.4,98.5,1,G.Hill,A.Stoudemire,C.Frye,J.Richardson,S.Nash,Tony Brothers,Mark Wunderlich,-2,-2,232,2  / -2.5  / -3,-2.5,-145,,,
2009-2010 Regular Season,11/29/09,Toronto,Home,25,24,27,18,,,,,94,240,36,92,1,20,21,26,15,29,44,15,21,7,11,5,94,95.4,95.4,98.5,118.4,1,H.Turkoglu,C.Bosh,A.Bargnani,D.DeRozan,J.Calderon,,Derek Richardson,232,2,232,31.5 / 231 / 230,229.5,125,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Memphis,Road,28,30,23,7,,,,,88,240,37,76,3,15,11,18,6,24,30,23,21,12,16,6,88,89.9,89.9,97.9,109.0,1,R.Gay,Z.Randolph,M.Gasol,O.Mayo,M.Conley,Bill Spooner,Eric Lewis,201,4,201,00 / 199 / 198.5,197.5,145,,,
2009-2010 Regular Season,11/29/09,LA Clippers,Home,21,22,22,33,,,,,98,240,39,78,2,11,18,27,17,30,47,18,15,9,16,9,98,89.9,89.9,109.0,97.9,1,A.Thornton,M.Camby,C.Kaman,E.Gordon,B.Davis,,Curtis Blair,-4,-4,201,4  / -3.5  / -3,-3.5,-165,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Boston,Road,29,26,12,25,,,,,92,240,36,69,5,21,15,23,6,35,41,21,24,5,14,7,92,87.6,87.6,105.0,97.0,1,P.Pierce,K.Garnett,K.Perkins,R.Allen,R.Rondo,Bennett Salvatore,Pat Fraher,-4,-4,187,4  / -3.5,-4,-175,,,
2009-2010 Regular Season,11/29/09,Miami,Home,31,17,17,20,,,,,85,240,33,79,2,15,17,28,11,27,38,12,18,10,11,2,85,87.6,87.6,97.0,105.0,1,J.Jones,M.Beasley,J.O`Neal,D.Wade,M.Chalmers,,Haywoode Workman,187,4,187,87 / 187.5,187,155,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Orlando,Road,31,23,28,32,,,,,114,240,42,83,13,38,17,31,11,36,47,16,15,6,9,5,114,93.8,93.8,121.6,108.8,4IN5-B2B,R.Lewis,M.Pietrus,D.Howard,V.Carter,J.Williams,Greg Willard,Leon Wood,-7,-7,203,7  / -6.5  / -6,-6.5,-280,,,
2009-2010 Regular Season,11/29/09,New York,Home,29,23,21,29,,,,,102,240,42,83,9,23,9,13,3,34,37,21,26,4,9,2,102,93.8,93.8,108.8,121.6,1,W.Chandler,D.Gallinari,D.Lee,C.Duhon,L.Hughes,,Tommy Nunez Jr.,203,7,203,06 / 205.5 / 204.5,205,240,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Houston,Road,25,20,24,31,,,,,100,240,38,94,7,23,17,18,23,23,46,17,19,13,15,4,100,89.9,89.9,111.2,101.2,1,S.Battier,L.Scola,C.Hayes,T.Ariza,A.Brooks,Scott Foster,Gary Zielinski,198,3.5,198,96.5 / 196 / 196.5,196,130,,,
2009-2010 Regular Season,11/29/09,Oklahoma City,Home,29,25,17,20,,,,,91,240,36,75,1,15,18,20,8,27,35,19,19,8,19,9,91,89.9,89.9,101.2,111.2,1,K.Durant,J.Green,E.Thomas,T.Sefolosha,R.Westbrook,,Courtney Kirkland,-3.5,-3.5,198,2.5  / -3  / -2.5,-3,-150,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Philadelphia,Road,23,22,25,19,,,,,89,240,35,89,5,19,14,17,13,22,35,18,18,12,12,10,89,86.1,86.1,103.4,112.7,1,A.Iguodala,T.Young,S.Dalembert,W.Green,J.Holiday,Ken Mauer,Matt Boland,195,11.5,195,95 / 194 / 195.5,196,625,,,
2009-2010 Regular Season,11/29/09,San Antonio,Home,25,29,26,17,,,,,97,240,37,76,10,18,13,16,14,27,41,22,17,5,17,8,97,86.1,86.1,112.7,103.4,1,R.Jefferson,T.Duncan,A.McDyess,K.Bogans,T.Parker,,Sean Wright,-11.5,-11.5,195,11  / -10.5  / -11.5,-12,-850,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,Minnesota,Road,25,25,31,25,,,,,106,240,43,84,3,16,17,21,9,37,46,24,25,9,15,4,106,97.9,97.9,108.3,102.2,1,D.Wilkins,R.Gomes,A.Jefferson,C.Brewer,J.Flynn,Joe Forte,Ron Garretson,214.5,16,214.5,14.5 / 214 / 214.5,214,1200,,,
2009-2010 Regular Season,11/29/09,Denver,Home,40,24,12,24,,,,,100,240,35,84,6,24,24,30,11,32,43,23,19,7,14,10,100,97.9,97.9,102.2,108.3,1,C.Anthony,K.Martin,N.Hilario,A.Afflalo,C.Billups,,Mark Lindsay,-16,-16,214.5,15.5  / -15  / -14,-14.5,-2000,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,New Orleans,Road,26,19,29,22,,,,,96,240,37,79,5,19,17,20,10,21,31,18,17,6,14,5,96,88.8,88.8,108.1,126.1,3+,J.Posey,D.West,E.Okafor,D.Brown,D.Collison,Joe DeRosa,John Goble,211.5,3,211.5,09 / 208 / 207,207.5,150,,,
2009-2010 Regular Season,11/29/09,Sacramento,Home,26,31,25,30,,,,,112,240,44,82,9,18,15,19,10,28,38,17,16,6,12,1,112,88.8,88.8,126.1,108.1,1,A.Nocioni,J.Thompson,K.Thomas,D.Greene,T.Evans,,Marat Kogut,-3,-3,211.5,2.5  / -3  / -3.5,-4,-170,,Boxscore,Odds
2009-2010 Regular Season,11/29/09,New Jersey,Road,12,22,26,27,,,,,87,240,34,79,5,12,14,20,10,28,38,20,16,8,18,5,87,94.0,94.0,92.6,112.8,1,T.Hassell,J.Boone,B.Lopez,C.Douglas-Roberts,D.Harris,Rodney Mott,Bill Kennedy,191,15,191,93 / 193.5 / 192.5,193,1200,,,
2009-2010 Regular Season,11/29/09,LA Lakers,Home,27,32,28,19,,,,,106,240,40,80,13,25,13,21,10,33,43,27,22,7,17,8,106,94.0,94.0,112.8,92.6,B2B,R.Artest,P.Gasol,A.Bynum,K.Bryant,D.Fisher,,Mark Ayotte,-15,-15,191,14.5  / -14  / -14.5,-15,-2000,,Boxscore,Odds
2009-2010 Regular Season,11/30/09,Chicago,Road,17,27,28,25,,,,,97,240,34,80,2,8,27,33,18,33,51,13,20,7,14,7,97,88.3,88.3,109.9,112.2,3+,L.Deng,T.Gibson,J.Noah,J.Salmons,D.Rose,Bob Delaney,Scott Wall,196,3,196,95 / 194 / 193.5,193,130,,,
2009-2010 Regular Season,11/30/09,Milwaukee,Home,22,26,29,22,,,,,99,240,39,92,10,26,11,21,20,27,47,29,25,8,10,8,99,88.3,88.3,112.2,109.9,3IN4,C.Delfino,E.Ilyasova,A.Bogut,C.Bell,B.Jennings,,Zach Zarba,-3  EVEN,-3,196,3  / -2  / -2.5,-3,-150,,Boxscore,Odds
2009-2010 Regular Season,11/30/09,Philadelphia,Road,23,20,29,30,,,,,102,240,37,91,4,16,24,27,24,36,60,13,19,8,17,4,102,91.5,91.5,111.4,113.6,3IN4-B2B,A.Iguodala,T.Young,S.Dalembert,W.Green,J.Holiday,Mike Callahan,Derrick Collins,200,10.5,200,00 / 199.5 / 199,198,675,,,
2009-2010 Regular Season,11/30/09,Dallas,Home,28,29,21,26,,,,,104,240,40,87,10,21,14,17,11,26,37,31,18,9,10,6,104,91.5,91.5,113.6,111.4,3IN4,S.Marion,D.Nowitzki,E.Dampier,R.Beaubois,J.Kidd,,Olandis Poole,-10.5,-10.5,200,10.5  / -11,-12,-950,,Boxscore,Odds
2009-2010 Regular Season,11/30/09,Memphis,Road,22,26,22,23,,,,,93,240,36,76,2,9,19,32,9,21,30,15,18,8,15,3,93,93.2,93.2,99.8,128.8,3IN4-B2B,S.Young,Z.Randolph,M.Gasol,O.Mayo,J.Tinsley,James Capers,Monty McCutchen,207.5,10,207.5,07.5 / 207 / 207.5,207,425,,,
2009-2010 Regular Season,11/30/09,Utah,Home,31,30,34,25,,,,,120,240,45,77,7,14,23,25,5,30,35,28,22,14,12,5,120,93.2,93.2,128.8,99.8,1,R.Brewer,C.Boozer,M.Okur,W.Matthews,D.Williams,,Leroy Richardson,-10 -05,-10,207.5,10 -05 / -10  / -9.5,-10,-550,,Boxscore,Odds
2009-2010 Regular Season,11/30/09,Indiana,Road,33,24,26,24,,,,,107,240,38,86,3,21,28,34,14,29,43,19,28,10,24,5,107,109.5,109.5,97.7,115.1,2,D.Granger,T.Murphy,J.Foster,B.Rush,T.Ford,Sean Corbin,Dan Crawford,229,1.5,229,28 / 227.5 / 227,228,115,,,
2009-2010 Regular Season,11/30/09,Golden State,Home,25,26,34,41,,,,,126,240,45,80,8,19,28,34,4,32,36,25,26,15,22,1,126,109.5,109.5,115.1,97.7,1,A.Morrow,V.Radmanovic,M.Moore,M.Ellis,S.Curry,,Brian Forte,-1.5 -05,-1.5,229,1.5  / -2  / -2.5,-2,-135,,Boxscore,Odds
2009-2010 Regular Season,12/01/09,Boston,Road,29,33,26,20,,,,,108,240,36,66,10,17,26,29,8,30,38,24,25,4,17,9,108,86.7,86.7,124.5,103.8,1,P.Pierce,K.Garnett,K.Perkins,R.Allen,R.Rondo,Mark Wunderlich,Derek Richardson,-3,-3,178.5,3  / -3.5,-4,-180,,,
2009-2010 Regular Season,12/01/09,Charlotte,Home,18,21,27,24,,,,,90,240,32,79,2,11,24,35,14,20,34,13,22,6,11,6,90,86.7,86.7,103.8,124.5,2,G.Wallace,B.Diaw,T.Chandler,S.Jackson,R.Felton,,Matt Boland,178.5,3,178.5,79.5 / 179 / 178.5,178,160,,Boxscore,Odds
2009-2010 Regular Season,12/01/09,Washington,Road,25,30,17,34,,,,,106,240,40,84,6,18,20,32,11,32,43,20,21,10,10,6,106,96.0,96.0,110.4,106.3,2,C.Butler,A.Jamison,B.Haywood,N.Young,G.Arenas,Greg Willard,Gary Zielinski,212.5,6,212.5,12 / 213 / 214,213.5,250,,,
2009-2010 Regular Season,12/01/09,Toronto,Home,24,30,23,25,,,,,102,240,36,84,8,21,22,27,13,37,50,19,27,2,16,3,102,96.0,96.0,106.3,110.4,1,H.Turkoglu,C.Bosh,A.Bargnani,D.DeRozan,J.Calderon,,Tommy Nunez Jr.,-6,-6,212.5,7  / -6.5  / -6,-7,-300,,Boxscore,Odds
2009-2010 Regular Season,12/01/09,Phoenix,Road,28,30,18,23,,,,,99,240,35,77,4,17,25,32,12,28,40,18,20,4,17,4,99,94.6,94.6,104.6,133.1,1,G.Hill,A.Stoudemire,C.Frye,S.Nash,J.Richardson,Tom Washington,Jason Phillips,-7,-7,226.5,6.5  / -7.5  / -7,-7.5,-330,,,
2009-2010 Regular Season,12/01/09,New York,Home,39,32,29,26,,,,,126,240,47,95,14,31,18,27,19,31,50,31,24,12,10,7,126,94.6,94.6,133.1,104.6,1,W.Chandler,D.Gallinari,D.Lee,C.Duhon,L.Hughes,,Mark Lindsay,226.5,7,226.5,25.5 / 226.5 / 227,227.5,270,,Boxscore,Odds
2009-2010 Regular Season,12/01/09,Golden State,Road,28,27,29,23,,,,,107,240,41,94,6,26,19,24,10,23,33,15,24,7,14,6,107,104.3,104.3,102.6,129.4,3IN4-B2B,A.Morrow,V.Radmanovic,M.Moore,M.Ellis,S.Curry,Joe DeRosa,John Goble,233.5,13,233.5,33 / 233.5 / 234,234.5,1240,,,
2009-2010 Regular Season,12/01/09,Denver,Home,25,44,38,28,,,,,135,240,52,95,3,14,28,32,18,39,57,30,24,5,15,9,135,104.3,104.3,129.4,102.6,1,C.Anthony,K.Martin,N.Hilario,A.Afflalo,C.Billups,,Kevin Cutler,-13,-13,233.5,14.5  / -14  / -14.5,-15,-1800,,Boxscore,Odds
2009-2010 Regular Season,12/01/09,Miami,Road,32,28,28,19,,,,,107,240,40,75,7,17,20,27,6,28,34,24,25,5,9,5,107,87.3,87.3,122.5,114.5,1,Q.Richardson,M.Beasley,J.O`Neal,D.Wade,M.Chalmers,Kevin Fehr,Scott Foster,185,6.5,185,85 / 185.5 / 184,183.5,230,,,
2009-2010 Regular Season,12/01/09,Portland,Home,28,22,22,28,,,,,100,240,34,87,8,20,24,32,21,28,49,20,23,5,11,4,100,87.3,87.3,114.5,122.5,2,M.Webster,D.Cunningham,G.Oden,B.Roy,S.Blake,,David Guthrie,-6.5,-6.5,185,7  / -6.5  / -6.5 EVEN,-6,-270,,Boxscore,Odds
